ObjectID,GlobalID,Voluntary Consent to Participate,ID1,Q1a,Zip_code,Nearest_Town,ID2,ID3,ID3b,ID4,ID4b,ID5,ID5a,ID6,ID7,ID7a,ID8,ID9,ID10,ID11,ID12,ID13,ID14,ID14b1,ID15,ID16,IDI6a,ID17,ID17a,ID17b,ID17c,ID17d,ID17e,ID18,ID19,ID20,ID21,ID21b,ID22,ID23,ID24,ID25,ID26,ID27,ID28a,ID28b,ID28c,ID29,ID29a,ID29bi,ID29bii,ID29biii,ID29biv,ID29bv,ID29bvi,ID29ci,ID29Cii,ID29Ciii,ID29Civ,ID29Cv,ID29Cvi,ID29di,ID29dii,ID29diii,ID29div,ID29e,ID29f,ID29g,ID29h,ID29i,ID29j,ID29k,ID29l,ID29m,ID30,ID31,ID32,ID32a,ID33,CreationDate,Creator,EditDate,Editor,x,y,ID14_2,ID14_3,ID14_7,ID14_5,ID14_6,ID14_0,ID14_4,ID14_8,ID14_1,ID14_9,ID21_5,ID21_2,ID21_7,ID21_6,ID21_3,ID21_0,ID21_4,ID21_1,ID29_2,ID29_5,ID29_6,ID29_8,ID29_3,ID29_4,ID29_7,ID29_0,ID29_1
175,31539ca7-0a65-49ff-ba60-4c6a1733d545,Agree,83806,Bovill,83806,Bovill,57,Once a day,,Mobile phone weather app,,1,7,6,6,7,90,6,1,1,4,4,Bought_an_air_conditioner_for_m,,6,6,6,6,6,4,6,6,4,6,6,6,Made_my_garden_more_drought_tol,,6,6,6,4,6,4,5,Between 2 and 5 years,5,Made_my_home/property/business_,,5,3,4,4,3,4,3,5,3,4,4,3,4,4,4,4,1,1,6,2,6,5,5,4,5,Over 65,High school graduate,Retired,,,0.029733796,frusere_ui_uidaho,0.029733796,frusere_ui_uidaho,-116.9965459,46.72813689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
176,1af4a509-c339-4669-af3a-fda5f5cfea16,Agree,Bovill,Bovill,83806,Bovill,57,Once a week,,Mobile phone weather app,,1,6,6,6,5,86,5,4,4,4,4,Don't_feel_it's_an_issue,,5,6,5,4,3,4,5,3,4,5,4,4,Done_nothing,,5,6,6,5,5,4,5,Never,5,Done_nothing,,3,4,3,4,3,3,4,2,4,2,1,2,2,3,4,5,5,5,4,5,5,2,2,4,3,Over 65,Some high school,Farming/Forestry,,its too hot,0.032752315,frusere_ui_uidaho,0.032752315,frusere_ui_uidaho,-116.9965459,46.72813689,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
177,5f7afa32-072d-4d69-9198-3e31e7ae5ce1,Agree,Bovill,Bovill,83806,Bovill,16,Once a day,,Mobile phone weather app,,1,5,6,6,6,98,4,3,4,5,4,Done_nothing,,4,4,,4,4,2,5,3,3,5,5,4,Done_nothing,,5,5,5,4,4,4,4,In the past year,3,Done_nothing,,3,3,3,4,4,4,3,3,3,2,3,2,3,3,3,3,4,5,5,4,4,4,4,4,4,46-65,Some high school,Construction/Maintenance,Firewood and snow remover,Too much logging and stripping the land more winds more heat less water,0.036768519,frusere_ui_uidaho,0.036768519,frusere_ui_uidaho,-116.9965459,46.72813689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
178,f73cdd0e-cbaa-4e05-8e70-15b68d989f03,Agree,Bovill,Bovill,83806,Bovill,23,Once a week,,Word of mouth,,1,6,5,4,,90,4,2,5,4,3,Spent_less_time_outdoors,,5,6,5,4,6,4,4,4,4,5,4,2,Don't_feel_it's_an_issue,,5,4,4,4,4,4,5,Never,2,"Don't_open_windows_during_fire_,Spent_less_time_outdoors",,4,4,3,4,4,4,2,3,3,2,3,3,2,3,4,4,4,5,4,4,5,4,1,3,2,18-30,Some high school,Unemployed,stay at home mum,,0.04002662,frusere_ui_uidaho,0.04002662,frusere_ui_uidaho,-116.9965459,46.72813689,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
179,c8e80dd2-0e2a-4f04-a8ba-95469a5ad0f3,Agree,Bovill,Bovill,83806,Bovill,6,Once a day,,Social media,,1,6,4,6,5,99,5,4,3,4,5,Don't_feel_it's_an_issue,,6,7,5,5,5,3,6,2,4,4,2,4,Done_nothing,,7,5,5,4,5,7,7,Never,3,Done_nothing,,2,3,3,3,3,3,3,4,3,4,2,4,4,4,4,5,4,4,4,4,4,4,4,4,4,46-65,Some high school,Farming/Forestry,,,0.00134838,frusere_ui_uidaho,0.00134838,frusere_ui_uidaho,-116.9966347,46.72812095,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
180,9dfd8367-8f2d-49b9-8545-1eee6bcf72ee,Agree,83806,Bovill,83806,Bovill,21,Once a day,,Mobile phone weather app,,1,4,4,4,,90,4,3,4,5,4,Done_nothing,,5,5,5,4,5,3,5,4,3,5,2,2,Done_nothing,,5,6,6,4,5,4,4,Between 2 and 5 years,5,Made_my_home/property/business_,,4,5,4,5,5,5,4,2,3,3,3,2,4,4,5,5,4,4,4,4,4,3,2,3,2,46-65,Technical or vocational school,Restaurant/Food Service,,,0.004878472,frusere_ui_uidaho,0.004878472,frusere_ui_uidaho,-116.9970443,46.72813018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
181,8d46b095-b6dc-49db-b71d-94a16ed2c6b7,Agree,Bovill,Bovill,83806,Bovill,63,Once a day,,Local TV,,0,,4,4,,100,4,4,4,4,5,"Done_nothing,Made_my_home_more_energy_effici,Visited_family_and_friends_more",,4,4,,4,4,4,4,4,4,4,4,4,"Done_nothing,Don't_feel_it's_an_issue",,5,4,4,4,4,6,7,Between 1 and 2 years,5,"Done_nothing,Spent_less_time_outdoors",,3,4,3,4,3,3,2,2,5,5,5,4,5,5,5,5,4,4,4,4,4,6,6,6,6,46-65,Technical or vocational school,Retired,,,0.00771875,frusere_ui_uidaho,0.00771875,frusere_ui_uidaho,-116.9967023,46.72785601,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
182,ff22d90e-10fe-4223-8dc5-a91d305f1abf,Agree,Bovill,Bovill,83806,Bovill,24,Once a day,,Mobile phone weather app,,1,2,6,5,5,95,5,2,6,4,4,"Bought_an_air_conditioner_for_m,Made_my_home_more_energy_effici",,5,5,5,5,5,2,5,3,4,5,6,6,Done_nothing,,6,6,5,3,5,4,4,Never,3,Done_nothing,,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,5,5,3,5,4,4,4,4,18-30,Some College,Education,,,0.011170139,frusere_ui_uidaho,0.011170139,frusere_ui_uidaho,-116.996451,46.72774537,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
183,f5ad195c-8e07-47e0-86ec-1037c128c4c6,Agree,Bovill,Bovill,83806,Bovill,6,Once a day,,Mobile phone weather app,,1,5,4,3,4,105,3,5,5,3,4,"Made_my_home_more_energy_effici,Don't_feel_it's_an_issue",,5,5,5,5,5,5,4,3,3,5,2,4,Planted_different/drought_toler,,4,4,4,4,4,5,6,Over 10 years,4,"Made_my_home/property/business_,Don't_open_windows_during_fire_",,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,4,4,4,4,4,3,5,5,5,46-65,High school graduate,Transportation/Utilities,,,0.013658565,frusere_ui_uidaho,0.013658565,frusere_ui_uidaho,-116.9967023,46.72785601,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
184,26638e13-f2d2-4b8c-a0aa-3b4bb3e061de,Agree,Bovill,Bovill,83806,Bovill,12,Once a day,,Mobile phone weather app,,1,6,6,6,7,100,6,5,6,4,1,"Bought_an_air_conditioner_for_m,other",when hot i get sick,6,5,5,5,6,3,5,2,2,6,5,2,Done_nothing,,7,7,7,2,6,5,5,In the past year,5,"Don't_open_windows_during_fire_,Made_my_home/property/business_,other",make sure camp fire is out,5,5,4,4,4,4,3,2,3,2,3,3,2,2,2,2,1,6,4,2,6,6,6,6,6,46-65,Some College,Education,,,0.017310185,frusere_ui_uidaho,0.017310185,frusere_ui_uidaho,-116.9970443,46.72813018,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
204,31327154-032c-4eb6-bed3-e2a581257fa4,Agree,Bovill,Bovill,83806,Bovill,25,Once a day,,Mobile phone weather app,,1,4,4,4,,95,4,4,4,7,5,"Spent_less_time_outdoors,Visited_family_and_friends_more",,5,5,5,4,4,4,5,3,3,5,7,7,"Made_my_garden_more_drought_tol,other",conserve water sources,6,6,5,4,5,6,6,Never,5,"Spent_less_time_outdoors,Made_my_home/property/business_,Insured_my_property/business,Don't_open_windows_during_fire_",,4,5,4,4,4,4,2,2,4,4,2,2,4,4,5,5,3,5,5,4,5,6,7,7,7,46-65,Technical or vocational school,Retired,,,0.023626157,frusere_ui_uidaho,0.023626157,frusere_ui_uidaho,-116.9960847,46.72754147,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0
205,deb7a1c5-8582-4d72-94a0-91a84b726165,Agree,Bovill,Bovill,83806,Bovill,25,Every hour,,Mobile phone weather app,,1,2,4,4,,90,6,6,5,7,7,Done_nothing,,5,5,5,5,3,5,6,3,3,5,4,4,Done_nothing,,6,6,6,3,5,4,4,Never,3,"Don't_open_windows_during_fire_,Made_my_home/property/business_,Insured_my_property/business",,4,4,4,4,4,4,1,1,5,3,3,3,4,4,5,5,4,5,5,4,5,5,4,4,4,Over 65,Technical or vocational school,Farming/Forestry,,Clear cuts cause faster melt off of the snow in the mountains,0.026958333,frusere_ui_uidaho,0.026958333,frusere_ui_uidaho,-116.9971076,46.72812535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
206,e4e59c67-3684-4c92-add0-60b2bfc40019,Agree,Bovill,Bovill,83806,Bovill,28,other,work in it  and experience directly,Mobile phone weather app,,1,6,6,5,5,95,5,2,6,5,5,Spent_less_time_outdoors,,5,5,5,3,4,3,5,2,3,6,5,5,"Used_irrigation,Planted_different/drought_toler,Made_my_garden_more_drought_tol",,6,6,6,2,6,6,6,Between 2 and 5 years,4,"Made_my_home/property/business_,Insured_my_property/business,Don't_open_windows_during_fire_",,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,5,5,5,5,5,6,5,6,5,46-65,College undergraduate degree,Farming/Forestry,,winters seem less severe and less snow pack. water comes of faster and higher levels in spring. longer periods between rain events. cooler than other places. world likely to stay that way,0.032445602,frusere_ui_uidaho,0.032445602,frusere_ui_uidaho,-116.9958375,46.72820361,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
207,a0cfb0bf-2d8a-42ca-be23-9c10221c51a5,Agree,Bovill,Bovill,83806,Bovill,12,Once a week,,Mobile phone weather app,,0,,4,4,,95,4,4,5,4,4,"Bought_an_air_conditioner_for_m,Made_my_home_more_energy_effici,Spent_more_time_in_public_space",,4,4,,4,5,4,4,4,4,4,4,4,"Used_irrigation,Planted_different/drought_toler",,5,4,5,3,4,6,6,Over 10 years,5,"Spent_less_time_outdoors,Made_my_home/property/business_,Insured_my_property/business,Don't_open_windows_during_fire_",,3,3,3,4,4,4,3,3,3,4,4,3,3,3,3,3,4,4,4,3,4,5,5,5,5,46-65,High school graduate,Farming/Forestry,,,0.035505787,frusere_ui_uidaho,0.035505787,frusere_ui_uidaho,-116.9962217,46.72772485,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
208,775ffdef-d149-42bc-8cda-2461664711f8,Agree,Bovill,Bovill,83806,Bovill,82,Once a day,,Mobile phone weather app,,1,6,6,6,6,101,4,4,4,4,4,"Spent_less_time_outdoors,Spent_more_time_in_public_space",,4,5,5,4,4,3,3,4,4,4,3,3,Don't_feel_it's_an_issue,,4,4,5,4,4,4,4,Over 10 years,3,"Done_nothing,Don't_open_windows_during_fire_,Don't_feel_it's_an_issue",,1,1,3,3,3,3,2,4,2,4,4,4,3,3,3,3,2,5,5,4,4,4,4,4,4,Over 65,High school graduate,Retired,,,0.03856713,frusere_ui_uidaho,0.03856713,frusere_ui_uidaho,-116.9966705,46.72783722,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
209,197a8bdf-7527-47e6-8144-12f255385983,Agree,Bovill,Bovill,83806,Bovill,13,Once a day,,Mobile phone weather app,,0,,6,6,7,100,6,6,6,1,1,Don't_feel_it's_an_issue,,5,6,6,5,7,5,5,4,4,6,1,1,Don't_feel_it's_an_issue,,4,5,4,4,4,4,4,Never,3,Don't_open_windows_during_fire_,,3,3,3,4,4,4,4,5,4,5,5,5,3,3,3,3,5,5,5,3,6,1,3,4,4,31-45,Some College,Construction/Maintenance,,The sun seems more intense just in the last year,0.000174769,frusere_ui_uidaho,0.000174769,frusere_ui_uidaho,-116.9962217,46.72772485,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
210,f27d57eb-ca2d-4362-a992-2eb60e9f3eb0,Agree,83806,Bovill,83806,Bovill,2,Once a day,,Mobile phone weather app,,1,5,6,6,6,95,5,2,6,6,3,"Spent_less_time_outdoors,Bought_an_air_conditioner_for_m",,6,5,5,6,6,2,6,2,3,6,6,4,"Done_nothing,Spent_less_time_outdoors",,4,4,4,4,4,5,6,Never,2,"Don't_open_windows_during_fire_,Spent_less_time_outdoors,Insured_my_property/business",,2,2,1,2,2,3,1,1,4,3,4,4,3,3,3,3,4,5,4,4,5,6,5,4,4,18-30,High school graduate,Unemployed,Stay at home  mom,,0.003465278,frusere_ui_uidaho,0.003465278,frusere_ui_uidaho,-116.9963894,46.72776061,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
211,7bca35c6-e24c-4335-a429-07a93bbf1a1b,Agree,Bovill,Bovill,83806,Bovill,2,Once a week,,Social media,,1,7,6,6,6,95,6,3,4,7,7,other,fans,6,6,6,5,6,6,6,5,3,6,6,6,Spent_less_time_outdoors,,4,6,6,6,6,6,6,In the past year,5,Spent_less_time_outdoors,,4,3,4,4,4,4,4,5,3,5,5,4,4,4,4,4,7,6,7,6,6,6,6,7,7,46-65,Some high school,Unemployed,Disability,,0.006755787,frusere_ui_uidaho,0.006755787,frusere_ui_uidaho,-116.9965459,46.72813689,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
212,73f192fe-7366-4e6e-86d2-7ecbbc85ef89,Agree,Bovill,Bovill,83806,Bovill,9,Once a day,,Mobile phone weather app,,1,2,5,5,5,95,5,3,4,6,5,other,use fans,5,5,5,4,5,4,4,4,4,5,6,5,Don't_feel_it's_an_issue,,5,5,5,3,4,6,6,In the past year,5,"Spent_less_time_outdoors,Don't_open_windows_during_fire_",,3,2,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,5,6,4,4,6,6,6,6,Over 65,High school graduate,Retired,,,0.009640046,frusere_ui_uidaho,0.009640046,frusere_ui_uidaho,-116.9959614,46.72759387,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
213,5492ac29-a1df-4019-980f-d15e0cf143b4,Agree,83806,Bovill,83806,Bovill,25,Once a day,,Social media,,1,7,7,7,7,80,7,2,7,7,7,Spent_less_time_outdoors,,6,6,6,2,7,7,7,7,7,2,7,5,Spent_less_time_outdoors,,6,6,7,5,7,7,7,Never,5,Insured_my_property/business,,5,5,5,5,5,5,4,4,4,5,3,4,5,5,5,5,2,6,6,7,7,5,5,5,5,Over 65,Some College,Retired,,,0.012791667,frusere_ui_uidaho,0.012791667,frusere_ui_uidaho,-116.9960686,46.72782275,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214,9b097a1b-8953-40f3-b2d1-08b4719ee884,Agree,83806,Bovill,83806,Bovill,52,Once a day,,Mobile phone weather app,,1,4,5,6,6,100,6,4,4,5,5,"Spent_less_time_outdoors,Made_my_home_more_energy_effici",,5,5,5,5,4,4,4,5,3,5,4,4,Planted_different/drought_toler,,6,6,6,2,5,5,5,Never,4,"Made_my_home/property/business_,Insured_my_property/business",,3,4,3,3,4,4,4,4,4,4,3,3,4,4,4,3,4,5,5,4,5,4,3,4,4,Over 65,High school graduate,Retired,,,0.015490741,frusere_ui_uidaho,0.015490741,frusere_ui_uidaho,-116.9959645,46.72758754,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
215,393b26a4-dc5e-489e-862f-efd740a46f4c,Agree,83806,Bovill,83806,Bovill,40,Once a day,,Mobile phone weather app,,1,7,6,6,5,110,6,3,7,6,6,"Spent_less_time_outdoors,Bought_an_air_conditioner_for_m,Made_my_home_more_energy_effici,Spent_more_time_in_public_space",,6,4,,5,7,7,6,3,2,6,5,5,Spent_less_time_outdoors,,6,7,7,2,7,7,7,Between 5 and 10 years,5,"Spent_less_time_outdoors,Insured_my_property/business,Don't_open_windows_during_fire_",,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,3,6,6,4,6,7,7,7,7,46-65,High school graduate,Construction/Maintenance,C,,0.026305556,frusere_ui_uidaho,0.026305556,frusere_ui_uidaho,-116.9970443,46.72813018,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
216,92dcd825-e134-436c-b574-43ce52bad509,Agree,Bovill,Bovill,83806,Bovill,6,Once a week,,Mobile phone weather app,,1,6,3,4,,100,4,3,5,4,2,Done_nothing,,4,4,,5,5,3,3,3,3,6,6,6,Done_nothing,,5,5,6,2,6,7,6,Never,5,"Made_my_home/property/business_,Don't_open_windows_during_fire_",,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,4,5,5,5,5,5,4,5,5,46-65,Some high school,Transportation/Utilities,,,0.030024306,frusere_ui_uidaho,0.030024306,frusere_ui_uidaho,-116.9964387,46.72816617,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
219,352bef60-631f-4ea2-b868-127a5a08f683,Agree,Bovill,Bovill,83806,Bovill,2,Once a day,,Mobile phone weather app,,1,4,3,3,5,98,5,5,2,4,5,Done_nothing,,5,3,5,5,2,3,4,5,4,5,5,4,Done_nothing,,6,6,3,4,4,5,6,Never,3,Made_my_home/property/business_,,3,3,3,2,5,5,3,3,4,4,2,2,2,3,3,3,5,4,5,5,6,2,5,5,4,18-30,Some College,Construction/Maintenance,,,0.039876157,frusere_ui_uidaho,0.039876157,frusere_ui_uidaho,-116.9965459,46.72813689,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
