town,buffer,wateryear,firehighdays_bi90,firehighdays_erc90,firehighdays_bi95,firehighdays_erc95,fireseverity_bi90,fireseverity_erc90,firesummerhighdays_bi90,firesummerhighdays_erc90,firestart_wyday_bi,firestart_wyday_erc,firestart_any_bi90,firestart_any_erc90,firestart_k2_erc90,firestart_k3_erc90,firestart_k3_bi90,firemaxrun_bi,firemaxrun_erc,fireseasonlength_bi,fireseasonlength_erc,firepeak_bi,firepeak_erc,firep95_erc,meananntemp,meanminanntemp,meanmaxanntemp,maxminjjatemp,maxmaxjjatemp,meanjjatemp,frostdays,summerdays,tmaxgt90thdays,tmingt90thdays,durtmaxgt90th,gsstartdoy,gsenddoy,gslength,meananomanntemp,meanminanomanntemp,meanmaxanomanntemp,maxminanomjjatemp,maxmaxanomjjatemp,meananomjjatemp,annualprecip,annualeto,annualpwd,coolseasonprecip,coolseasondrydays1mm,maxdrydur,maxcoolseasondrydur,preciponsetwydoy,precipCOMwydoy,annualanomprecip,annualanometo,annualanompwd,coolseasonanomprecip
Bovill,10mibuffer,2003,7,23,3,4,11.75972436567936,37.46441319505837,0,1,35,13,21,13,13,13,35,3,6,318,351,57.674361550344614,74.05054717334382,60.29480249908663,7.284404241595688,0.842404819677387,13.726403663513988,14.811683464286034,37.15483980706705,17.569367878062817,176,77,27,41,0,142,269,127,0.14294505226361726,0.15793237171325308,0.12795773281398143,6.063485531395859,10.907419773153183,0.6772577806908693,879.375969383014,955.25948789431,-75.88351851129607,657.667062639908,100,25,23,28,147.8750100807627,-54.970455332062166,-15.598458487924496,-39.37199684413767,-8.084505563597453
Bovill,10mibuffer,2004,14,17,4,2,35.56453695773865,28.54355006250033,0,0,NA,37,5,4,7,37,NA,2,4,213,190,44.87466013001607,59.62824427328699,49.03691796338293,6.942981250463069,0.7570819643956268,13.128880536530511,17.061533600805035,34.70676426121901,17.04146756584342,178,58,28,42,0,274,270,-4,-0.18162025361762602,0.085996489778426,-0.44923699701367803,9.094880697995006,7.236318917474005,0.14935746847147272,1031.893073070534,911.2302396688704,120.66283340166365,610.1216644650099,97,23,23,15,164.8580610573487,93.83280008886786,-60.79886584335556,154.63166593222343,-59.343752005085385
Bovill,10mibuffer,2005,14,33,3,17,36.132801245985306,161.15021700219594,3,2,160,130,115,124,126,130,160,4,19,217,189,55.30727937161605,69.3484804228626,59.84760848194276,6.887346208118546,0.5583677700363776,13.216324646200716,14.28694054459902,34.658198882466024,15.854407713474151,174,51,33,26,7,275,257,-18,-0.2541129812135234,-0.12610467792775631,-0.3821212844992905,5.425658033618758,8.728297824664583,-1.0377023838977961,757.644559714853,933.7618236660579,-176.1172639512049,485.9503683807056,112,31,15,9,144.85132136789585,-176.7018650002232,-37.096122716176566,-139.60574228404664,-179.80119982279982
Bovill,10mibuffer,2006,11,20,4,11,22.632217920422143,69.41387246369794,1,0,72,73,53,53,73,73,72,9,9,245,291,59.90096632039439,68.36211572318858,61.883296333337114,7.603312607855594,1.0428820837769825,14.163743131934206,16.52509874349903,37.329719818203046,17.442044443961926,165,79,37,54,0,132,269,137,0.4618534185235239,0.35840963581284857,0.5652972012341992,7.516073813218071,7.414736181649353,0.5499343465899789,997.3488735110985,1013.4417379660113,-16.09286445491273,696.8140021344497,82,28,14,1,139.60675939598391,63.002448796022385,42.58379158377672,20.418657212245662,31.062433930944298
Bovill,10mibuffer,2007,7,17,3,4,28.95387850222949,32.51007517964081,6,12,NA,227,243,209,209,227,NA,2,5,105,109,59.74001315011704,72.5005584903314,65.1481713370926,7.244858130991252,0.47952720127255466,14.01018906070995,15.992239581489002,37.94763126087804,17.377657834463772,176,70,34,37,0,274,256,-18,0.10339894165918205,-0.2049452466915792,0.41174313000994334,7.393083818579846,9.803963110802481,0.4855477370918257,876.9675350880462,1019.5020295191077,-142.5344944310615,720.97794426941,92,30,22,16,111.88333222987472,-57.37888962702998,48.64408313687325,-106.02297276390323,55.22637606590462
Bovill,10mibuffer,2008,13,14,8,6,45.103756064085246,46.72422377580221,1,0,32,33,32,31,33,33,32,6,13,273,14,59.82560860699736,62.4144390993206,56.03686613707141,6.221818274600308,-0.12776013193980237,12.571396681140417,15.90473618729402,35.99078856097401,15.596379493930392,189,57,21,27,0,135,270,135,-0.902783229480387,-0.7988456065570032,-1.006720852403771,7.896176195941397,8.445694174546578,-1.295730603441554,1018.4086181627596,934.064981399215,84.34363676354462,749.7643746780084,81,29,23,2,142.516028238219,80.34834518109345,-37.96412411301099,118.31246929410443,80.2989582079131
Bovill,10mibuffer,2009,20,30,8,15,63.18886075547865,125.46533910735985,0,4,24,25,24,25,25,25,24,5,13,337,336,52.39424742049134,61.998610073739805,49.13185897877447,6.822674980516536,0.18010673184556625,13.465243229187504,14.520253343429033,33.807918313551,16.600804290773333,189,75,32,26,6,136,266,130,-0.31878420881553476,-0.5043657161185676,-0.13320270151250185,5.496978321624676,6.687887194618995,-0.29130580659861377,909.0555750524755,989.6383360111729,-80.58276095869735,647.6720063083366,103,22,12,4,139.9806439394236,-25.290849662600664,18.78038962893837,-44.07123929153903,-18.079561895168826
Bovill,10mibuffer,2010,55,71,27,27,199.91548029529858,203.11983256739714,8,7,65,66,10,8,10,66,65,7,9,321,321,61.62148364339125,65.5919376570811,59.6934036535707,6.652600982156403,0.7562712379694938,12.548930726343313,12.52057058624905,32.92439038780003,15.55931495487512,181,50,32,26,6,106,269,163,-0.48885820717566714,0.07179879000535988,-1.0495152043566942,3.7604341244032877,6.193839843621664,-1.3327951424968272,725.1518534597436,936.9019581076548,-211.75010464791114,387.3782793089693,115,59,12,14,162.0485528807951,-209.1945712553326,-33.95598827457971,-175.23858298075288,-278.3732888945361
Bovill,10mibuffer,2011,10,15,4,8,22.258201434975557,85.26081617955512,0,0,18,341,18,20,341,341,18,3,8,346,344,59.11485325955147,73.15338887855292,60.44921635840855,6.117794767091754,-0.2347201451426435,12.470309679326151,13.047641241438043,33.206872428660006,15.258350849090771,190,61,26,21,6,274,269,-5,-1.0236644222403162,-0.9191925931067774,-1.128136251373855,6.235711388679418,6.597777051436232,-1.6337592482811756,1136.9899113573492,914.1491132857184,222.84079807163084,793.3398261721065,68,51,12,24,136.95591008147431,202.64348664227296,-56.708833096516145,259.3523197387891,127.5882579686011
Bovill,10mibuffer,2012,30,39,14,25,129.98029724404114,235.25674639622477,0,0,95,82,1,1,1,82,95,13,18,365,365,54.75446581374879,69.80869829973965,57.80759927838443,6.976186614491939,0.4306413417697467,13.521731887214132,13.908173671198995,35.17142779781602,16.545452919392957,196,71,29,30,0,112,270,158,-0.14841488958875515,-0.2404441328474541,-0.05638564633005619,5.418684540682352,7.1621589630256,-0.3466571779789885,984.6789789560888,954.362037394781,30.31694156130777,697.6662156269161,98,72,16,6,147.49224032549577,46.61870597442277,-17.667068117444853,64.28577409186762,28.200799156820807
Bovill,10mibuffer,2013,29,34,14,22,106.0648201620861,183.3872514375927,12,11,1,1,1,1,1,1,1,10,13,300,300,59.97084893696981,76.61777967136814,58.36585832626999,7.334430227496085,0.8680843777873967,13.800776077204773,16.920925550823995,34.99762641813504,17.674737029823675,173,80,30,50,0,124,260,136,0.19297103816401492,0.18361192982326277,0.20233014650476708,9.626552407809273,8.888731903102784,0.782626932451729,924.9086120244963,975.3738091218515,-50.46519709735526,598.2678260270992,93,84,84,15,147.08016619389454,-9.43781269057986,4.5158627396170665,-13.953675430196926,-67.48374217640621
Bovill,10mibuffer,2014,27,31,6,13,67.53562996214914,68.63442623637242,10,11,248,107,56,27,27,107,248,9,8,300,329,56.98262325235,70.54668600498658,60.40860012937259,7.050429182477238,0.928372477903321,13.172485887051154,15.565776629737002,35.997852456106045,17.665771468684653,177,64,18,37,0,133,268,135,-0.09103000685483209,0.24390002993918705,-0.4259600436488512,6.966620866827846,7.291408435395287,0.7736613713127062,862.0860989037708,977.1448038210696,-115.05870491729877,613.671177462024,109,31,22,8,150.42751334554728,-72.26032581130539,6.286857438835073,-78.54718325014046,-52.08039074148129
Bovill,10mibuffer,2015,92,135,69,102,550.7327253212746,1025.8659797429098,58,72,145,45,18,45,45,45,145,29,32,346,319,71.00505574523314,80.70733416410224,74.67636966646123,8.996170828583944,1.9732783563877896,16.019063300780097,17.008103830750997,38.786419277037,18.50500617793678,125,79,86,75,14,277,269,-8,1.8547116392518734,1.2888059084236558,2.420617370080091,7.965118159373607,13.297307793690447,1.6128960805648356,764.6566704903074,1117.5896226884126,-352.9329521981052,626.5008744343661,110,37,18,23,123.1680939954655,-169.68975422476876,146.73167630617823,-316.42143053094696,-39.25069376913929
Bovill,10mibuffer,2016,26,46,9,21,60.708463511548416,156.40073479217872,3,5,11,1,3,1,1,1,11,6,12,245,250,50.58862793572315,55.9122647987914,48.169605823375925,8.39009331218171,1.7195234370050738,15.060663187358346,12.697780336376013,35.242856086025995,16.530164934113753,134,78,72,51,25,274,270,-4,1.2654918081010147,1.048437962387873,1.4825456538141566,7.605021888856519,14.545296314352644,-0.3619451632581927,935.7909793526062,1026.9075490354805,-91.11656968287434,724.9238729602712,89,22,19,30,134.02679303913865,-2.269293629059871,54.87844352325466,-57.147737152314534,55.458456490175934
Bovill,10mibuffer,2017,31,62,17,42,106.03288085182012,303.35132158351547,4,7,93,92,93,92,92,92,93,9,19,255,256,60.25581650872133,70.85828869660762,66.28399395687408,7.42757589140684,0.8422471690013171,14.012904613812362,11.99064153507004,37.234135921747,18.050464591998942,143,93,48,36,7,139,269,130,0.28611670207476947,0.1577747210371833,0.4144586831123556,5.525540947159629,12.913312241485798,1.1583544946269952,1139.7802634489617,1035.2939299503178,104.48633349864394,886.0553907845567,78,57,8,7,130.5110951156494,205.43383873388564,64.43598356808327,140.99785516580238,220.30382258105138
Bovill,10mibuffer,2018,6,8,1,1,5.785476804863295,14.681377981560836,1,2,68,68,68,68,68,68,68,3,3,244,255,53.95129789864033,64.97027880785609,60.330377695371524,7.320209680663882,0.8262604524381044,13.81415890888966,12.23420347452901,40.54679951625201,16.716249465685035,161,72,38,38,0,114,262,148,0.17875049133181156,0.1417880044739705,0.21571297818965257,5.150484561941855,11.496025417757053,-0.17586063168691327,1003.6874737332051,1005.9805250806689,-2.293051347463802,756.0467101767972,88,56,10,11,123.03640609554678,69.34104901812897,35.12257869843439,34.21847031969458,90.29514197329183
Bovill,10mibuffer,2019,10,14,3,5,16.74147563480694,39.638245588052406,2,0,NA,18,21,18,18,18,NA,2,6,238,202,53.52262051915949,66.84971844526854,52.865441560225264,6.733382897115007,0.21885737712123715,13.247908417108777,13.643640325332001,35.27187702025401,16.737111916714735,172,74,31,17,8,125,264,139,-0.4080762922170632,-0.4656150708428967,-0.3505375135912297,5.095064128576711,9.80799043984808,-0.15499818065721296,883.2721331469054,962.8692067575498,-79.59707361064443,550.9516691658921,95,41,16,26,147.62580389462022,-51.07429156817074,-7.988739624684719,-43.085551943486024,-114.79989903761327
Bovill,10mibuffer,2020,50,85,24,53,137.1675414931407,330.7178477469498,4,11,31,29,31,29,29,29,31,14,18,316,322,60.98283202856751,68.22271665979949,62.543386897404204,7.207627702382126,0.6539441082941205,13.761311296470131,16.400391839668032,37.062553695177996,16.392366228130875,185,73,39,33,0,129,264,135,0.08302619830143164,-0.01714136632308027,0.18319376292594355,8.257987768111276,8.306760436148632,-0.4997438692410714,829.4459690737534,1007.0984211869569,-177.65245211320348,601.7804972130168,100,41,14,8,138.4903479607963,-108.61430390791271,35.06931567473097,-143.6836195826437,-67.68491925707845
Bovill,10mibuffer,2021,64,105,42,73,324.93540633038856,622.0821197694858,37,50,64,162,7,7,7,162,64,28,40,310,311,62.183738497459146,75.20087900013738,72.01000961406405,7.8210528888724635,0.9190508937387222,14.723054884006205,18.369653475394045,40.25498549675302,18.920114456475407,170,92,73,36,7,275,269,-6,0.679593699540393,0.23457844577458828,1.1246089533061976,9.023212908060863,13.938426377200265,2.0280043591034613,753.90511000551,1105.9070465345317,-352.0019365290217,627.7021982337344,100,40,16,11,117.29568774302093,-180.44131470956617,135.04910015229711,-315.4904148618633,-38.04936996977099
Bovill,10mibuffer,2022,13,27,9,16,44.597852781506035,109.85613883488355,0,0,129,127,129,127,127,127,129,6,18,51,53,53.30888614201349,57.09391567092432,53.34687542919931,7.72298290407583,0.9648775430878337,14.481088265063827,14.549958259531024,38.29012161965301,17.775470678749002,159,80,54,37,20,274,269,-5,0.5815237147437601,0.2804050951236999,0.8826423343638202,6.745699904747704,13.753467871689118,0.8833605813770549,1021.1522867849379,1013.2369316621036,7.915355122834285,652.9170166520468,92,49,10,24,141.6895827225395,86.80586206986179,42.37898527986912,44.42687678999267,-12.834551551458638
Bovill,10mibuffer,2023,23,45,4,10,46.72660904218986,106.17484876505449,15,31,121,47,18,15,47,47,121,4,25,333,306,61.999587968685624,78.17461887103424,67.76394451311636,7.4201377702532945,0.6562938160325703,14.183981724474018,16.11924855688403,37.35122073246504,18.18902131951129,181,95,55,37,0,274,266,-8,0.278678580921224,-0.02817863193156355,0.5855357937740115,8.62422047392201,10.87839408266365,1.2969112221393426,776.284686664335,1036.29887396471,-260.01418730037506,526.6930369031107,100,38,21,31,139.25148207048446,-158.0617380507411,65.44092758247558,-223.50266563321668,-139.05853130039463
