.id,.town,tenure_years,question,resp,metric,delta
2,Bovill,66,F3,7,fireseverity_erc90,36.42352916907119
2,Bovill,66,F4,4,firestart_any_bi90,-9.23588373513549
2,Bovill,66,F4,4,firestart_any_erc90,-7.5057730356523225
2,Bovill,66,F4,4,firestart_k2_erc90,-6.279356586482106
2,Bovill,66,F4,4,firestart_k3_bi90,4.875385889616849
2,Bovill,66,F4,4,firestart_k3_erc90,-3.7043175393038696
2,Bovill,66,F4,4,firestart_wyday_bi,4.875385889616849
2,Bovill,66,F4,4,firestart_wyday_erc,-3.7043175393038696
2,Bovill,66,F5,7,firemaxrun_bi,0.8396546407647372
2,Bovill,66,F5,7,firemaxrun_erc,1.5454825778600212
2,Bovill,66,F5,7,fireseasonlength_bi,28.290371493556098
2,Bovill,66,F5,7,fireseasonlength_erc,19.97860756771434
2,Bovill,66,H1,7,meananntemp,0.3463664612394498
2,Bovill,66,H1,7,meananomanntemp,0.3462420667452436
2,Bovill,66,H1,7,meanmaxanntemp,0.4697006771867112
2,Bovill,66,H1,7,meanmaxanomanntemp,0.4695499078695498
2,Bovill,66,H1,7,meanminanntemp,0.22303224529218846
2,Bovill,66,H1,7,meanminanomanntemp,0.2229342256209371
2,Bovill,66,H2,7,maxmaxanomjjatemp,1.1059328765179992
2,Bovill,66,H2,7,maxmaxjjatemp,0.9382971463330749
2,Bovill,66,H2,7,maxminanomjjatemp,0.18407112964342107
2,Bovill,66,H2,7,maxminjjatemp,0.36500610741730777
2,Bovill,66,H2,7,meananomjjatemp,0.47894248981564247
2,Bovill,66,H2,7,meanjjatemp,0.4789424898156407
2,Bovill,66,H3,7,frostdays,-4.505087881591216
2,Bovill,66,H3,7,summerdays,7.42769041011408
2,Bovill,66,H3,7,tmaxgt90thdays,6.493987049028757
2,Bovill,66,H3,7,tmingt90thdays,0.25901942645699305
2,Bovill,66,H4,1,gsstartdoy,6.852297255627924
2,Bovill,66,H5,2,gsenddoy,1.596669750231321
2,Bovill,66,H6,7,durtmaxgt90th,0.8812827628738815
2,Bovill,66,H6,7,gslength,-5.255627505396612
3,Bovill,8,D1,7,annualanometo,98.878291125519425
3,Bovill,8,D1,7,annualanomprecip,-294.0892496439017
3,Bovill,8,D1,7,annualanompwd,-392.96754076942113
3,Bovill,8,D1,7,annualeto,99.15679606434153
3,Bovill,8,D1,7,annualprecip,-293.24287868802213
3,Bovill,8,D1,7,annualpwd,-392.39967475236335
3,Bovill,8,D2,2,coolseasonanomprecip,-178.1529497027731
3,Bovill,8,D2,2,coolseasonprecip,-177.30657874689308
3,Bovill,8,D3,6,coolseasondrydays1mm,1.6666666666668448
3,Bovill,8,D4,7,precipCOMwydoy,7.227615302400316
3,Bovill,8,D4,7,preciponsetwydoy,8.45238095238097
3,Bovill,8,D5,7,maxcoolseasondrydur,3.6904761904762253
3,Bovill,8,D5,7,maxdrydur,-35.65476190476174
3,Bovill,8,F1,7,firehighdays_bi90,6.071428571428878
3,Bovill,8,F1,7,firehighdays_bi95,-4.523809523809248
3,Bovill,8,F1,7,firehighdays_erc90,6.666666666667278
3,Bovill,8,F1,7,firehighdays_erc95,-9.226190476189926
3,Bovill,8,F2,7,firesummerhighdays_bi90,12.083333333333329
3,Bovill,8,F2,7,firesummerhighdays_erc90,20.535714285714253
3,Bovill,8,F3,7,firep95_erc,5.231050442770054
3,Bovill,8,F3,7,firepeak_bi,5.837938437289458
3,Bovill,8,F3,7,firepeak_erc,5.429001445379615
3,Bovill,8,F3,7,fireseverity_bi90,-0.3634074726850072
3,Bovill,8,F3,7,fireseverity_erc90,-54.861850191381414
3,Bovill,8,F4,7,firestart_any_bi90,26.72619047618977
3,Bovill,8,F4,7,firestart_any_erc90,23.392857142856446
3,Bovill,8,F4,7,firestart_k2_erc90,47.08333333333258
3,Bovill,8,F4,7,firestart_k3_bi90,56.07806691449653
3,Bovill,8,F4,7,firestart_k3_erc90,85.51724137930137
3,Bovill,8,F4,7,firestart_wyday_bi,56.07806691449653
3,Bovill,8,F4,7,firestart_wyday_erc,85.51724137930137
3,Bovill,8,F5,7,firemaxrun_bi,-0.5357142857141663
3,Bovill,8,F5,7,firemaxrun_erc,3.869047619047814
3,Bovill,8,F5,7,fireseasonlength_bi,131.30952380952186
3,Bovill,8,F5,7,fireseasonlength_erc,16.428571428570287
3,Bovill,8,H1,3,meananntemp,1.5884592403867557
3,Bovill,8,H1,3,meananomanntemp,1.592461337060501
3,Bovill,8,H1,3,meanmaxanntemp,2.226738839581677
3,Bovill,8,H1,3,meanmaxanomanntemp,2.2315894833868146
3,Bovill,8,H1,3,meanminanntemp,0.9501796411918322
3,Bovill,8,H1,3,meanminanomanntemp,0.9533331907341874
3,Bovill,8,H2,7,maxmaxanomjjatemp,2.25636545516837
3,Bovill,8,H2,7,maxmaxjjatemp,-1.6438501793277358
3,Bovill,8,H2,7,maxminanomjjatemp,3.6570059929906265
3,Bovill,8,H2,7,maxminjjatemp,3.70515716708085
3,Bovill,8,H2,7,meananomjjatemp,2.0158534714510052
3,Bovill,8,H2,7,meanjjatemp,2.015853471451012
3,Bovill,8,H3,7,frostdays,-16.84523809523778
3,Bovill,8,H3,7,summerdays,27.67857142857133
3,Bovill,8,H3,7,tmaxgt90thdays,42.67857142857111
3,Bovill,8,H3,7,tmingt90thdays,13.928571428571177
3,Bovill,8,H4,4,gsstartdoy,279.58333333333144
3,Bovill,8,H5,6,gsenddoy,6.845238095238119
3,Bovill,8,H6,2,durtmaxgt90th,1.0119047619048662
3,Bovill,8,H6,2,gslength,-272.73809523809325
4,Bovill,11,D1,5,annualanometo,-1.3871216141702059
4,Bovill,11,D1,5,annualanomprecip,-189.48851157091212
4,Bovill,11,D1,5,annualanompwd,-188.10138995674197
4,Bovill,11,D1,5,annualeto,-1.3871216141698703
4,Bovill,11,D1,5,annualprecip,-189.48851157091843
4,Bovill,11,D1,5,annualpwd,-188.10138995674905
4,Bovill,11,D2,4,coolseasonanomprecip,-197.61883594625718
4,Bovill,11,D2,4,coolseasonprecip,-197.6188359462623
4,Bovill,11,D3,NA,coolseasondrydays1mm,1.727272727269614
4,Bovill,11,D4,4,precipCOMwydoy,10.312920190672276
4,Bovill,11,D4,4,preciponsetwydoy,-0.8181818181826113
4,Bovill,11,D5,6,maxcoolseasondrydur,-0.4545454545461037
4,Bovill,11,D5,6,maxdrydur,-10.954545454542737
4,Bovill,11,F1,6,firehighdays_bi90,-28.500000000006747
4,Bovill,11,F1,6,firehighdays_bi95,-27.863636363641533
4,Bovill,11,F1,6,firehighdays_erc90,-46.227272727280436
4,Bovill,11,F1,6,firehighdays_erc95,-46.95454545455065
4,Bovill,11,F2,7,firesummerhighdays_bi90,-13.500000000006532
4,Bovill,11,F2,7,firesummerhighdays_erc90,-12.454545454553932
4,Bovill,11,F3,7,firep95_erc,-0.8727770601045319
4,Bovill,11,F3,7,firepeak_bi,-1.7545320885543676
4,Bovill,11,F3,7,firepeak_erc,0.16195000936134968
4,Bovill,11,F3,7,fireseverity_bi90,-204.6111499385971
4,Bovill,11,F3,7,fireseverity_erc90,-445.45958948702497
4,Bovill,11,F4,5,firestart_any_bi90,28.22727272727374
4,Bovill,11,F4,5,firestart_any_erc90,21.181818181814815
4,Bovill,11,F4,5,firestart_k2_erc90,45.09090909090321
4,Bovill,11,F4,5,firestart_k3_bi90,35.63358302121553
4,Bovill,11,F4,5,firestart_k3_erc90,85.44985941893616
4,Bovill,11,F4,5,firestart_wyday_bi,35.63358302121553
4,Bovill,11,F4,5,firestart_wyday_erc,85.44985941893616
4,Bovill,11,F5,7,firemaxrun_bi,-8.22727272727502
4,Bovill,11,F5,7,firemaxrun_erc,-6.000000000002021
4,Bovill,11,F5,7,fireseasonlength_bi,7.318181818161424
4,Bovill,11,F5,7,fireseasonlength_erc,-67.6818181818222
4,Bovill,11,H1,5,meananntemp,-0.33614482986976785
4,Bovill,11,H1,5,meananomanntemp,-0.3361448298698056
4,Bovill,11,H1,5,meanmaxanntemp,-0.16826352753916524
4,Bovill,11,H1,5,meanmaxanomanntemp,-0.1682635275392205
4,Bovill,11,H1,5,meanminanntemp,-0.5040261322003704
4,Bovill,11,H1,5,meanminanomanntemp,-0.50402613220039
4,Bovill,11,H2,5,maxmaxanomjjatemp,-1.3950857682409628
4,Bovill,11,H2,5,maxmaxjjatemp,0.3508985016699805
4,Bovill,11,H2,5,maxminanomjjatemp,1.8081118133910805
4,Bovill,11,H2,5,maxminjjatemp,2.7527421916345447
4,Bovill,11,H2,5,meananomjjatemp,0.5607118488029003
4,Bovill,11,H2,5,meanjjatemp,0.5607118488029387
4,Bovill,11,H3,5,frostdays,30.727272727272783
4,Bovill,11,H3,5,summerdays,11.363636363635617
4,Bovill,11,H3,5,tmaxgt90thdays,-6.409090909095458
4,Bovill,11,H3,5,tmingt90thdays,-16.68181818182181
4,Bovill,11,H4,4,gsstartdoy,57.72727272725127
4,Bovill,11,H5,4,gsenddoy,-2.748536836977035e-13
4,Bovill,11,H6,4,durtmaxgt90th,-12.727272727271226
4,Bovill,11,H6,4,gslength,-57.72727272725139
5,Bovill,10,D1,4,annualanometo,49.92671975311899
5,Bovill,10,D1,4,annualanomprecip,-320.92878581162483
5,Bovill,10,D1,4,annualanompwd,-370.85550556474374
5,Bovill,10,D1,4,annualeto,49.71404325438222
5,Bovill,10,D1,4,annualprecip,-321.5751054506628
5,Bovill,10,D1,4,annualpwd,-371.28914870504525
5,Bovill,10,D2,3,coolseasonanomprecip,-271.6353094663601
5,Bovill,10,D2,3,coolseasonprecip,-272.28162910539794
5,Bovill,10,D3,4,coolseasondrydays1mm,11.333333333333087
5,Bovill,10,D4,2,precipCOMwydoy,6.637896581825663
5,Bovill,10,D4,2,preciponsetwydoy,2.0606060606052012
5,Bovill,10,D5,4,maxcoolseasondrydur,1.8181818181814107
5,Bovill,10,D5,4,maxdrydur,-16.090909090907125
5,Bovill,10,F1,4,firehighdays_bi90,0.333333333333234
5,Bovill,10,F1,4,firehighdays_bi95,-3.0606060606057826
5,Bovill,10,F1,4,firehighdays_erc90,-7.515151515151275
5,Bovill,10,F1,4,firehighdays_erc95,-15.424242424241456
5,Bovill,10,F2,4,firesummerhighdays_bi90,12.2727272727269
5,Bovill,10,F2,4,firesummerhighdays_erc90,18.27272727272674
5,Bovill,10,F3,4,firep95_erc,7.88229293345505
5,Bovill,10,F3,4,firepeak_bi,6.40671153229864
5,Bovill,10,F3,4,firepeak_erc,8.9624547910086
5,Bovill,10,F3,4,fireseverity_bi90,1.1251838910032432
5,Bovill,10,F3,4,fireseverity_erc90,-86.26567859746706
5,Bovill,10,F4,3,firestart_any_bi90,25.27272727272896
5,Bovill,10,F4,3,firestart_any_erc90,25.121212121213734
5,Bovill,10,F4,3,firestart_k2_erc90,49.303030303031335
5,Bovill,10,F4,3,firestart_k3_bi90,88.11886051080586
5,Bovill,10,F4,3,firestart_k3_erc90,90.64359861591741
5,Bovill,10,F4,3,firestart_wyday_bi,88.11886051080586
5,Bovill,10,F4,3,firestart_wyday_erc,90.64359861591741
5,Bovill,10,F5,4,firemaxrun_bi,1.6363636363636496
5,Bovill,10,F5,4,firemaxrun_erc,2.2424242424242795
5,Bovill,10,F5,4,fireseasonlength_bi,61.93939393939058
5,Bovill,10,F5,4,fireseasonlength_erc,-31.78787878787865
5,Bovill,10,H1,5,meananntemp,0.3764373434701339
5,Bovill,10,H1,5,meananomanntemp,0.37338119691925825
5,Bovill,10,H1,5,meanmaxanntemp,0.789459462219595
5,Bovill,10,H1,5,meanmaxanomanntemp,0.7857553342229239
5,Bovill,10,H1,5,meanminanntemp,-0.0365847752793275
5,Bovill,10,H1,5,meanminanomanntemp,-0.03899294038440754
5,Bovill,10,H2,4,maxmaxanomjjatemp,-1.0974225197484282
5,Bovill,10,H2,4,maxmaxjjatemp,1.048339049479874
5,Bovill,10,H2,4,maxminanomjjatemp,2.6810955529440816
5,Bovill,10,H2,4,maxminjjatemp,4.840927404402182
5,Bovill,10,H2,4,meananomjjatemp,1.330923606538816
5,Bovill,10,H2,4,meanjjatemp,1.3309236065388288
5,Bovill,10,H3,NA,frostdays,20.69696969697008
5,Bovill,10,H3,NA,summerdays,12.12121212121202
5,Bovill,10,H3,NA,tmaxgt90thdays,11.242424242422526
5,Bovill,10,H3,NA,tmingt90thdays,-1.2727272727280423
5,Bovill,10,H4,4,gsstartdoy,108.78787878786969
5,Bovill,10,H5,4,gsenddoy,0.93939393939384
5,Bovill,10,H6,3,durtmaxgt90th,-10.696969696970168
5,Bovill,10,H6,3,gslength,-107.84848484847589
6,Bovill,14,D1,5,annualanometo,55.45676889074721
6,Bovill,14,D1,5,annualanomprecip,-134.25272248268354
6,Bovill,14,D1,5,annualanompwd,-189.7094913734308
6,Bovill,14,D1,5,annualeto,55.353936297951655
6,Bovill,14,D1,5,annualprecip,-134.56522868178047
6,Bovill,14,D1,5,annualpwd,-189.91916497973216
6,Bovill,14,D2,5,coolseasonanomprecip,-95.57616027167961
6,Bovill,14,D2,5,coolseasonprecip,-95.88866647077612
6,Bovill,14,D3,4,coolseasondrydays1mm,-1.6373626373625128
6,Bovill,14,D4,4,precipCOMwydoy,-5.6113957705594855
6,Bovill,14,D4,4,preciponsetwydoy,5.934065934066143
6,Bovill,14,D5,5,maxcoolseasondrydur,-19.032967032964848
6,Bovill,14,D5,5,maxdrydur,-23.263736263736096
6,Bovill,14,F1,4,firehighdays_bi90,-12.153846153844956
6,Bovill,14,F1,4,firehighdays_bi95,-10.483516483515377
6,Bovill,14,F1,4,firehighdays_erc90,-10.065934065932412
6,Bovill,14,F1,4,firehighdays_erc95,-15.560439560437834
6,Bovill,14,F2,4,firesummerhighdays_bi90,-2.0989010989000176
6,Bovill,14,F2,4,firesummerhighdays_erc90,2.1428571428581478
6,Bovill,14,F3,6,firep95_erc,1.6133142424598503
6,Bovill,14,F3,6,firepeak_bi,-0.0026840500409637713
6,Bovill,14,F3,6,firepeak_erc,-3.0435937624316467
6,Bovill,14,F3,6,fireseverity_bi90,-83.85796645341841
6,Bovill,14,F3,6,fireseverity_erc90,-162.95074651978348
6,Bovill,14,F4,4,firestart_any_bi90,39.0659340659335
6,Bovill,14,F4,4,firestart_any_erc90,40.40659340659247
6,Bovill,14,F4,4,firestart_k2_erc90,60.34065934065712
6,Bovill,14,F4,4,firestart_k3_bi90,1.368788142982004
6,Bovill,14,F4,4,firestart_k3_erc90,53.37996153173759
6,Bovill,14,F4,4,firestart_wyday_bi,1.368788142982004
6,Bovill,14,F4,4,firestart_wyday_erc,53.37996153173759
6,Bovill,14,F5,4,firemaxrun_bi,-4.351648351648176
6,Bovill,14,F5,4,firemaxrun_erc,-0.9670329670330646
6,Bovill,14,F5,4,fireseasonlength_bi,-48.95604395604664
6,Bovill,14,F5,4,fireseasonlength_erc,-106.7472527472507
6,Bovill,14,H1,4,meananntemp,0.3179853238738801
6,Bovill,14,H1,4,meananomanntemp,0.31650762664048004
6,Bovill,14,H1,4,meanmaxanntemp,0.7097572218687214
6,Bovill,14,H1,4,meanmaxanomanntemp,0.7079662149252621
6,Bovill,14,H1,4,meanminanntemp,-0.07378657412096172
6,Bovill,14,H1,4,meanminanomanntemp,-0.07495096164430248
6,Bovill,14,H2,4,maxmaxanomjjatemp,2.5175552587405376
6,Bovill,14,H2,4,maxmaxjjatemp,2.052385214904893
6,Bovill,14,H2,4,maxminanomjjatemp,0.8868457160886151
6,Bovill,14,H2,4,maxminjjatemp,1.0726845169440273
6,Bovill,14,H2,4,meananomjjatemp,0.5554937091435296
6,Bovill,14,H2,4,meanjjatemp,0.5554937091435468
6,Bovill,14,H3,NA,frostdays,-2.1868131868156344
6,Bovill,14,H3,NA,summerdays,14.406593406592958
6,Bovill,14,H3,NA,tmaxgt90thdays,20.307692307691934
6,Bovill,14,H3,NA,tmingt90thdays,-6.296703296701889
6,Bovill,14,H4,4,gsstartdoy,86.69230769230677
6,Bovill,14,H5,5,gsenddoy,1.065934065933761
6,Bovill,14,H6,4,durtmaxgt90th,0.07692307692358519
6,Bovill,14,H6,4,gslength,-85.62637362637295
7,Bovill,43,D1,4,annualanometo,42.043206517131324
7,Bovill,43,D1,4,annualanomprecip,-34.069192542517584
7,Bovill,43,D1,4,annualanompwd,-76.11239905964888
7,Bovill,43,D1,4,annualeto,42.04320651713131
7,Bovill,43,D1,4,annualprecip,-34.06919254251755
7,Bovill,43,D1,4,annualpwd,-76.11239905964888
7,Bovill,43,D2,4,coolseasonanomprecip,-4.314840596098496
7,Bovill,43,D2,4,coolseasonprecip,-4.314840596098452
7,Bovill,43,D3,NA,coolseasondrydays1mm,2.238749622470551
7,Bovill,43,D4,4,precipCOMwydoy,-4.624077302538672
7,Bovill,43,D4,4,preciponsetwydoy,0.46511627906975933
7,Bovill,43,D5,4,maxcoolseasondrydur,-0.3397765025672084
7,Bovill,43,D5,4,maxdrydur,4.289489580187255
7,Bovill,43,F1,6,firehighdays_bi90,4.485804892781652
7,Bovill,43,F1,6,firehighdays_bi95,2.321051041981284
7,Bovill,43,F1,6,firehighdays_erc90,8.140289942615539
7,Bovill,43,F1,6,firehighdays_erc95,4.459377831470862
7,Bovill,43,F2,6,firesummerhighdays_bi90,2.532467532467538
7,Bovill,43,F2,6,firesummerhighdays_erc90,3.6597704620960543
7,Bovill,43,F3,6,firep95_erc,4.211996168084208
7,Bovill,43,F3,6,firepeak_bi,3.361608177724615
7,Bovill,43,F3,6,firepeak_erc,4.428074206242618
7,Bovill,43,F3,6,fireseverity_bi90,18.71992731771716
7,Bovill,43,F3,6,fireseverity_erc90,37.08184484192907
7,Bovill,43,F4,2,firestart_any_bi90,-16.07060434683354
7,Bovill,43,F4,2,firestart_any_erc90,-13.50311578519233
7,Bovill,43,F4,2,firestart_k2_erc90,-8.666502691865192
7,Bovill,43,F4,2,firestart_k3_bi90,0.7879374758518689
7,Bovill,43,F4,2,firestart_k3_erc90,-8.20315997995796
7,Bovill,43,F4,2,firestart_wyday_bi,0.7879374758518689
7,Bovill,43,F4,2,firestart_wyday_erc,-8.20315997995796
7,Bovill,43,F5,6,firemaxrun_bi,0.8766233766233832
7,Bovill,43,F5,6,firemaxrun_erc,1.5070975536091826
7,Bovill,43,F5,6,fireseasonlength_bi,32.017721339610546
7,Bovill,43,F5,6,fireseasonlength_erc,25.271054289614618
7,Bovill,43,H1,4,meananntemp,0.3806709146324638
7,Bovill,43,H1,4,meananomanntemp,0.38067091463246394
7,Bovill,43,H1,4,meanmaxanntemp,0.520996872806103
7,Bovill,43,H1,4,meanmaxanomanntemp,0.5209968728061024
7,Bovill,43,H1,4,meanminanntemp,0.24034495645882514
7,Bovill,43,H1,4,meanminanomanntemp,0.2403449564588251
7,Bovill,43,H2,4,maxmaxanomjjatemp,1.0904547433007625
7,Bovill,43,H2,4,maxmaxjjatemp,1.041980678792008
7,Bovill,43,H2,4,maxminanomjjatemp,0.13361278472142304
7,Bovill,43,H2,4,maxminjjatemp,0.30372979780522313
7,Bovill,43,H2,4,meananomjjatemp,0.45529970545709963
7,Bovill,43,H2,4,meanjjatemp,0.45529970545709764
7,Bovill,43,H3,NA,frostdays,-5.389610389610394
7,Bovill,43,H3,NA,summerdays,7.5951374207188245
7,Bovill,43,H3,NA,tmaxgt90thdays,7.828450619148311
7,Bovill,43,H3,NA,tmingt90thdays,0.4213228631833401
7,Bovill,43,H4,4,gsstartdoy,12.063575958924798
7,Bovill,43,H5,4,gsenddoy,1.8921775898519626
7,Bovill,43,H6,4,durtmaxgt90th,1.2262156448203019
7,Bovill,43,H6,4,gslength,-10.171398369072783
8,Bovill,14,D1,7,annualanometo,55.45676889074721
8,Bovill,14,D1,7,annualanomprecip,-134.25272248268354
8,Bovill,14,D1,7,annualanompwd,-189.7094913734308
8,Bovill,14,D1,7,annualeto,55.353936297951655
8,Bovill,14,D1,7,annualprecip,-134.56522868178047
8,Bovill,14,D1,7,annualpwd,-189.91916497973216
8,Bovill,14,D2,4,coolseasonanomprecip,-95.57616027167961
8,Bovill,14,D2,4,coolseasonprecip,-95.88866647077612
8,Bovill,14,D3,NA,coolseasondrydays1mm,-1.6373626373625128
8,Bovill,14,D4,1,precipCOMwydoy,-5.6113957705594855
8,Bovill,14,D4,1,preciponsetwydoy,5.934065934066143
8,Bovill,14,D5,5,maxcoolseasondrydur,-19.032967032964848
8,Bovill,14,D5,5,maxdrydur,-23.263736263736096
8,Bovill,14,F1,7,firehighdays_bi90,-12.153846153844956
8,Bovill,14,F1,7,firehighdays_bi95,-10.483516483515377
8,Bovill,14,F1,7,firehighdays_erc90,-10.065934065932412
8,Bovill,14,F1,7,firehighdays_erc95,-15.560439560437834
8,Bovill,14,F2,7,firesummerhighdays_bi90,-2.0989010989000176
8,Bovill,14,F2,7,firesummerhighdays_erc90,2.1428571428581478
8,Bovill,14,F3,7,firep95_erc,1.6133142424598503
8,Bovill,14,F3,7,firepeak_bi,-0.0026840500409637713
8,Bovill,14,F3,7,firepeak_erc,-3.0435937624316467
8,Bovill,14,F3,7,fireseverity_bi90,-83.85796645341841
8,Bovill,14,F3,7,fireseverity_erc90,-162.95074651978348
8,Bovill,14,F4,1,firestart_any_bi90,39.0659340659335
8,Bovill,14,F4,1,firestart_any_erc90,40.40659340659247
8,Bovill,14,F4,1,firestart_k2_erc90,60.34065934065712
8,Bovill,14,F4,1,firestart_k3_bi90,1.368788142982004
8,Bovill,14,F4,1,firestart_k3_erc90,53.37996153173759
8,Bovill,14,F4,1,firestart_wyday_bi,1.368788142982004
8,Bovill,14,F4,1,firestart_wyday_erc,53.37996153173759
8,Bovill,14,F5,7,firemaxrun_bi,-4.351648351648176
8,Bovill,14,F5,7,firemaxrun_erc,-0.9670329670330646
8,Bovill,14,F5,7,fireseasonlength_bi,-48.95604395604664
8,Bovill,14,F5,7,fireseasonlength_erc,-106.7472527472507
8,Bovill,14,H1,7,meananntemp,0.3179853238738801
8,Bovill,14,H1,7,meananomanntemp,0.31650762664048004
8,Bovill,14,H1,7,meanmaxanntemp,0.7097572218687214
8,Bovill,14,H1,7,meanmaxanomanntemp,0.7079662149252621
8,Bovill,14,H1,7,meanminanntemp,-0.07378657412096172
8,Bovill,14,H1,7,meanminanomanntemp,-0.07495096164430248
8,Bovill,14,H2,7,maxmaxanomjjatemp,2.5175552587405376
8,Bovill,14,H2,7,maxmaxjjatemp,2.052385214904893
8,Bovill,14,H2,7,maxminanomjjatemp,0.8868457160886151
8,Bovill,14,H2,7,maxminjjatemp,1.0726845169440273
8,Bovill,14,H2,7,meananomjjatemp,0.5554937091435296
8,Bovill,14,H2,7,meanjjatemp,0.5554937091435468
8,Bovill,14,H3,7,frostdays,-2.1868131868156344
8,Bovill,14,H3,7,summerdays,14.406593406592958
8,Bovill,14,H3,7,tmaxgt90thdays,20.307692307691934
