.id,.town,tenure_years,question,resp,n_metrics,instr_delta_raw,climate_delta_mean_z,resp_z,pdi
2,Bovill,66,F2,7,2,3.0047795251310796,-0.20335863056955633,1.3527913170381753,1.5561499476077316
2,Bovill,66,F3,7,5,13.229410233612786,0.25211388701468995,1.326095757586247,1.0739818705715571
2,Bovill,66,F4,4,7,-2.954125236663423,-0.23305710678017896,-0.4108310016615457,-0.17777389488136672
2,Bovill,66,F5,7,4,12.6635290699738,0.12064285308260335,1.6372035923973514,1.516560739314748
2,Bovill,66,H1,7,6,0.34630426399234665,-0.27549394293117185,1.7143744180862168,1.9898683610173886
2,Bovill,66,H2,7,6,0.591865373257181,-0.12416532640377584,1.6312296113969413,1.7553949378007172
2,Bovill,66,H3,7,4,2.4189022510021534,-0.5271184201339135,1.7036276640696633,2.230746084203577
2,Bovill,66,H4,1,1,6.852297255627924,-0.5053552265139454,-1.7908972954731082,-1.2855420689591628
2,Bovill,66,H5,2,1,1.596669750231321,0.29689586551939895,-1.3743770265759392,-1.6712728920953381
2,Bovill,66,H6,7,2,-2.187172371261365,0.5663585337992102,1.9437977014727135,1.3774391676735034
3,Bovill,8,D1,7,6,-195.77737611064123,-1.1519347257603756,1.5459613104492682,2.697896036209644
3,Bovill,8,D2,2,2,-177.7297642248331,-1.577309346427843,-2.454088835316027,-0.8767794888881841
3,Bovill,8,D3,6,1,1.6666666666668448,0.2546301399565162,0.9309879600809104,0.6763578201243943
3,Bovill,8,D4,7,2,7.839998127390643,1.4748481589631288,3.2240698728127564,1.7492217138496275
3,Bovill,8,D5,7,2,-15.982142857142758,-1.3668915279563756,1.7627062062438152,3.129597734200191
3,Bovill,8,F1,7,4,-0.2529761904757546,0.03791085197273198,1.3511180296304464,1.3132071776577143
3,Bovill,8,F2,7,2,16.30952380952379,0.7964265530000414,1.3527913170381753,0.556364764038134
3,Bovill,8,F3,7,5,-7.745453467725459,0.04604364983493184,1.326095757586247,1.2800521077513152
3,Bovill,8,F4,7,7,54.341856791424945,0.718869801388519,1.98304964263554,1.2641798412470209
3,Bovill,8,F5,7,4,37.76785714285645,0.49937255826608945,1.6372035923973514,1.1378310341312619
3,Bovill,8,H1,3,6,1.590460288723628,1.591974991302098,-1.8148345750696135,-3.4068095663717113
3,Bovill,8,H2,7,6,2.0010642298023544,1.4410573793885375,1.6312296113969413,0.19017223200840383
3,Bovill,8,H3,7,4,16.86011904761896,1.9030546328225542,1.7036276640696633,-0.1994269687528909
3,Bovill,8,H4,4,1,279.58333333333144,4.122085083910338,0.6424743660890072,-3.4796107178213305
3,Bovill,8,H5,6,1,6.845238095238119,3.228129258179968,1.8212967503258128,-1.4068325078541553
3,Bovill,8,H6,2,2,-135.8630952380942,-3.9909891617228306,-1.9787511066940007,2.01223805502883
4,Bovill,11,D1,5,6,-126.32567438061028,-0.506215466293961,-0.15818158019603737,0.34803388609792363
4,Bovill,11,D2,4,2,-197.61883594625974,-1.8292699607125598,-0.7207813362466652,1.1084886244658945
4,Bovill,11,D3,NA,1,1.727272727269614,0.2634537734474842,NA,NA
4,Bovill,11,D4,4,2,4.747369186244833,1.0097619049667605,0.44880518115859397,-0.5609567238081665
4,Bovill,11,D5,6,2,-5.70454545454442,-0.11344125626878193,0.8555300185718389,0.9689712748406207
4,Bovill,11,F1,6,4,-37.38636363636984,-1.171444194670195,0.45774375144599394,1.629187946116189
4,Bovill,11,F2,7,2,-12.977272727280232,-1.4043301564740307,1.3527913170381753,2.757121473512206
4,Bovill,11,F3,7,5,-130.50721971298393,-1.1600450593447322,1.326095757586247,2.4861408169309795
4,Bovill,11,F4,5,7,48.09526926861359,0.6150877465791623,0.3871292131041495,-0.22795853347501283
4,Bovill,11,F5,7,4,-18.647727272734453,-0.3517260089387566,1.6372035923973514,1.988929601336108
4,Bovill,11,H1,5,6,-0.3361448298697866,-1.2998449540983128,-0.05023007849169832,1.2496148756066146
4,Bovill,11,H2,5,6,0.773015072676747,0.07704092732118814,-0.13320616639252122,-0.21024709371370937
4,Bovill,11,H3,5,4,4.749999999997783,-0.13484046923826515,-0.25373177975505656,-0.11889131051679142
4,Bovill,11,H4,4,1,57.72727272725127,0.3578428739844628,0.6424743660890072,0.2846314921045444
4,Bovill,11,H5,4,1,-2.748536836977035e-13,-0.5948161940906017,0.22345986187493688,0.8182760559655387
4,Bovill,11,H6,4,2,-35.22727272726131,-0.5600614077128858,-0.409731583427315,0.1503298242855708
5,Bovill,10,D1,4,6,-214.1679637540959,-1.3229191125856867,-1.0102530255186901,0.3126660870669966
5,Bovill,10,D2,3,2,-271.958469285879,-2.771026315373015,-1.587435085781346,1.1835912295916688
5,Bovill,10,D3,4,1,11.333333333333087,1.661999681842282,-0.8806642865630235,-2.5426639684053054
5,Bovill,10,D4,2,2,4.349251321215432,0.9498907888324871,-1.401371279944181,-2.351262068776668
5,Bovill,10,D5,4,2,-7.136363636362857,-0.2880650344441971,-0.9588223567721138,-0.6707573223279166
5,Bovill,10,F1,4,4,-6.41666666666632,-0.16282737031272823,-1.3290048049229108,-1.1661774346101825
5,Bovill,10,F2,4,2,15.27272727272682,0.7185164636583133,-1.370768610287852,-2.0892850739461655
5,Bovill,10,F3,4,5,-12.377807089940305,5.324978568896722e-4,-1.3705956152233687,-1.3711281130802584
5,Bovill,10,F4,3,7,65.3174125643458,0.9012198807924768,-1.208791216427241,-2.1100110972197177
5,Bovill,10,F5,4,4,8.507575757574964,0.05794517927147519,-1.1934536886091955,-1.2513988678806707
5,Bovill,10,H1,5,6,0.374909270194696,-0.23255804149712536,-0.05023007849169832,0.18232796300542703
5,Bovill,10,H2,4,6,1.6891311166925589,1.0945876181761798,-1.0154240552872527,-2.1100116734634327
5,Bovill,10,H3,NA,4,10.696969696969147,0.8659176876307778,NA,NA
5,Bovill,10,H4,4,1,108.78787878786969,1.224190577412986,0.6424743660890072,-0.5817162113239788
5,Bovill,10,H5,4,1,0.93939393939384,-0.0701811502058065,0.22345986187493688,0.2936410120807434
5,Bovill,10,H6,3,2,-59.27272727272303,-1.3798312997801836,-1.194241345060658,0.18558995471952566
6,Bovill,14,D1,5,6,-89.60598372148802,-0.16481833894334671,-0.15818158019603737,0.006636758747309346
6,Bovill,14,D2,5,2,-95.73241337122786,-0.5385427724938487,0.14587241328801573,0.6844151857818644
6,Bovill,14,D3,4,1,-1.6373626373625128,-0.22640332983546446,-0.8806642865630235,-0.654260956727559
6,Bovill,14,D4,4,2,0.16133508175332878,0.32008931153648995,0.44880518115859397,0.12871586962210402
6,Bovill,14,D5,5,2,-21.14835164835047,-1.9969595836769676,-0.051646169100137515,1.94531341457683
6,Bovill,14,F1,4,4,-12.065934065932645,-0.34681193269860655,-1.3290048049229108,-0.9821928722243043
6,Bovill,14,F2,4,2,0.021978021979065065,-0.4275012886046129,-1.370768610287852,-0.9432673216832391
6,Bovill,14,F3,6,5,-49.64833530864293,-0.365636584297999,0.42719863331637514,0.7928352176143741
6,Bovill,14,F4,4,7,35.61581230894604,0.4077515519849771,-0.4108310016615457,-0.8185825536465228
6,Bovill,14,F5,4,4,-40.255494505494646,-0.6777057878031179,-1.1934536886091955,-0.5157479008060777
6,Bovill,14,H1,4,6,0.3172464752571799,-0.3191094675774136,-0.9325323267806559,-0.6134228592032422
6,Bovill,14,H2,4,6,1.2734096874941916,0.6328382935556788,-1.0154240552872527,-1.6482623488429313
6,Bovill,14,H3,NA,4,6.557692307691842,0.16935862949861957,NA,NA
6,Bovill,14,H4,4,1,86.69230769230677,0.8492939839049309,0.6424743660890072,-0.20681961781592373
6,Bovill,14,H5,5,1,1.065934065933761,4.892917211205687e-4,1.0223783061003748,1.0218890143792543
6,Bovill,14,H6,4,2,-42.77472527472468,-0.8173730068144655,-0.409731583427315,0.4076414233871504
7,Bovill,43,D1,4,6,-22.71279502834504,0.4571134379652416,-1.0102530255186901,-1.4673664634839318
7,Bovill,43,D2,4,2,-4.314840596098474,0.6195619452856707,-0.7207813362466652,-1.340343281532336
7,Bovill,43,D3,NA,1,2.238749622470551,0.33791967038032505,NA,NA
7,Bovill,43,D4,4,2,-2.0794805117344564,-0.016896647692670155,0.44880518115859397,0.4657018288512641
7,Bovill,43,D5,4,2,1.9748565388100234,0.8231344956219113,-0.9588223567721138,-1.7819568523940252
7,Bovill,43,F1,6,4,4.851630927212334,0.20415699334349688,0.45774375144599394,0.2535867581024971
7,Bovill,43,F2,6,2,3.0961189972817964,-0.19649492473805993,0.4449380079294995,0.6414329326675594
7,Bovill,43,F3,6,5,13.560690142339535,0.2553685889444028,0.42719863331637514,0.17183004437197236
7,Bovill,43,F4,2,7,-7.581523976014749,-0.309937635202835,-2.006751431192936,-1.696813795990101
7,Bovill,43,F5,6,4,14.918124139864432,0.154656196265852,0.693651165395169,0.538994969129317
7,Bovill,43,H1,4,6,0.3806709146324639,-0.22390985607363448,-0.9325323267806559,-0.7086224707070214
7,Bovill,43,H2,4,6,0.5800629025889357,-0.1372745444453484,-1.0154240552872527,-0.8781495108419043
7,Bovill,43,H3,NA,4,2.6138251283600207,-0.4943167296232633,NA,NA
7,Bovill,43,H4,4,1,12.063575958924798,-0.41693521576892334,0.6424743660890072,1.0594095818579305
7,Bovill,43,H5,4,1,1.8921775898519626,0.46193181253399135,0.22345986187493688,-0.23847195065905447
7,Bovill,43,H6,4,2,-4.4725913621262405,0.48844286470975,-0.409731583427315,-0.898174448137065
8,Bovill,14,D1,7,6,-89.60598372148802,-0.16481833894334671,1.5459613104492682,1.7107796493926148
8,Bovill,14,D2,4,2,-95.73241337122786,-0.5385427724938487,-0.7207813362466652,-0.18223856375281644
8,Bovill,14,D3,NA,1,-1.6373626373625128,-0.22640332983546446,NA,NA
8,Bovill,14,D4,1,2,0.16133508175332878,0.32008931153648995,-2.3264595104955688,-2.6465488220320585
8,Bovill,14,D5,5,2,-21.14835164835047,-1.9969595836769676,-0.051646169100137515,1.94531341457683
8,Bovill,14,F1,7,4,-12.065934065932645,-0.34681193269860655,1.3511180296304464,1.697929962329053
8,Bovill,14,F2,7,2,0.021978021979065065,-0.4275012886046129,1.3527913170381753,1.7802926056427881
8,Bovill,14,F3,7,5,-49.64833530864293,-0.365636584297999,1.326095757586247,1.691732341884246
8,Bovill,14,F4,1,7,35.61581230894604,0.4077515519849771,-2.804711645958631,-3.2124631979436082
8,Bovill,14,F5,7,4,-40.255494505494646,-0.6777057878031179,1.6372035923973514,2.3149093802004694
8,Bovill,14,H1,7,6,0.3172464752571799,-0.3191094675774136,1.7143744180862168,2.0334838856636304
8,Bovill,14,H2,7,6,1.2734096874941916,0.6328382935556788,1.6312296113969413,0.9983913178412626
8,Bovill,14,H3,7,4,6.557692307691842,0.16935862949861957,1.7036276640696633,1.5342690345710437
8,Bovill,14,H4,1,1,86.69230769230677,0.8492939839049309,-1.7908972954731082,-2.640191279378039
8,Bovill,14,H5,1,1,1.065934065933761,4.892917211205687e-4,-2.173295470801377,-2.1737847625224975
8,Bovill,14,H6,7,2,-42.77472527472468,-0.8173730068144655,1.9437977014727135,2.761170708287179
9,Bovill,10,D1,7,6,-214.1679637540959,-1.3229191125856867,1.5459613104492682,2.868880423034955
9,Bovill,10,D2,5,2,-271.958469285879,-2.771026315373015,0.14587241328801573,2.9168987286610304
9,Bovill,10,D3,6,1,11.333333333333087,1.661999681842282,0.9309879600809104,-0.7310117217613715
9,Bovill,10,D4,2,2,4.349251321215432,0.9498907888324871,-1.401371279944181,-2.351262068776668
9,Bovill,10,D5,6,2,-7.136363636362857,-0.2880650344441971,0.8555300185718389,1.143595053016036
9,Bovill,10,F1,7,4,-6.41666666666632,-0.16282737031272823,1.3511180296304464,1.5139453999431747
9,Bovill,10,F2,7,2,15.27272727272682,0.7185164636583133,1.3527913170381753,0.634274853379862
9,Bovill,10,F3,6,5,-12.377807089940305,5.324978568896722e-4,0.42719863331637514,0.42666613545948545
9,Bovill,10,F4,6,7,65.3174125643458,0.9012198807924768,1.1850894278698447,0.2838695470773679
9,Bovill,10,F5,6,4,8.507575757574964,0.05794517927147519,0.693651165395169,0.6357059861236938
9,Bovill,10,H1,6,6,0.374909270194696,-0.23255804149712536,0.8320721697972593,1.0646302112943846
9,Bovill,10,H2,6,6,1.6891311166925589,1.0945876181761798,0.74901172250221,-0.34557589567396974
9,Bovill,10,H3,3,4,10.696969696969147,0.8659176876307778,-2.2110912235797766,-3.0770089112105543
9,Bovill,10,H4,2,1,108.78787878786969,1.224190577412986,-0.9797734082857363,-2.2039639856987225
9,Bovill,10,H5,2,1,0.93939393939384,-0.0701811502058065,-1.3743770265759392,-1.3041958763701327
9,Bovill,10,H6,6,2,-59.27272727272303,-1.3798312997801836,1.1592879398393707,2.5391192396195543
10,Bovill,12,D1,6,6,-94.61311213164282,-0.21137154309126424,0.6938898651266154,0.9052614082178797
10,Bovill,12,D2,4,2,-141.39992943290758,-1.1170723067486856,-0.7207813362466652,0.39629097050202045
10,Bovill,12,D3,NA,1,-3.496503496502903,-0.49707555941094395,NA,NA
10,Bovill,12,D4,3,2,2.3895691728714787,0.6551831964437392,-0.4762830493927936,-1.1314662458365328
10,Bovill,12,D5,6,2,-3.6975524475527908,0.13133053536150302,0.8555300185718389,0.7241994832103358
10,Bovill,12,F1,6,4,-22.950174825177776,-0.70128838627422,0.45774375144599394,1.159032137720214
10,Bovill,12,F2,6,2,-7.526223776224796,-0.9947110116272659,0.4449380079294995,1.4396490195567655
10,Bovill,12,F3,6,5,-80.32587104932132,-0.6670319667036908,0.42719863331637514,1.094230600020066
10,Bovill,12,F4,4,7,12.295997827921635,0.020311488786363404,-0.4108310016615457,-0.4311424904479091
10,Bovill,12,F5,5,4,-27.154720279720205,-0.4800644748869407,-0.2499012616070132,0.2301632132799275
10,Bovill,12,H1,5,6,0.03538085974345433,-0.7421876588469617,-0.05023007849169832,0.6919575803552633
10,Bovill,12,H2,6,6,1.035649750747716,0.3687540234082468,0.74901172250221,0.38025769909396323
10,Bovill,12,H3,6,4,8.203671328671227,0.446344559344425,0.7249479421573034,0.2786033828128784
10,Bovill,12,H4,2,1,81.43356643356645,0.7600686737504492,-0.9797734082857363,-1.7398420820361855
10,Bovill,12,H5,5,1,-0.1573426573427278,-0.6826893093813488,1.0223783061003748,1.7050676154817235
10,Bovill,12,H6,7,2,-44.03846153846219,-0.860456947630263,1.9437977014727135,2.8042546491029765
11,Bovill,57,D1,6,6,-22.620931278808033,0.4579675306778065,0.6938898651266154,0.23592233444880895
11,Bovill,57,D2,6,2,-4.0691234208186025,0.6226747627811762,1.0125261628226967,0.3898514000415205
11,Bovill,57,D3,6,1,1.68331791551033,0.25705439448651785,0.9309879600809104,0.6739335655943925
11,Bovill,57,D4,2,2,-2.0602815576008027,-0.014009405211080737,-1.401371279944181,-1.3873618747331005
11,Bovill,57,D5,6,2,1.8396546407647816,0.8066453445879701,0.8555300185718389,0.048884673983868754
11,Bovill,57,F1,6,4,4.499306197964897,0.1926825300995139,0.45774375144599394,0.26506122134648
11,Bovill,57,F2,6,2,3.0047795251310796,-0.20335863056955633,0.4449380079294995,0.6482966384990558
11,Bovill,57,F3,6,5,13.229410233612786,0.25211388701468995,0.42719863331637514,0.1750847463016852
11,Bovill,57,F4,4,7,-2.954125236663423,-0.23305710678017896,-0.4108310016615457,-0.17777389488136672
11,Bovill,57,F5,6,4,12.6635290699738,0.12064285308260335,0.693651165395169,0.5730083123125657
11,Bovill,57,H1,6,6,0.34630426399234665,-0.27549394293117185,0.8320721697972593,1.107566112728431
11,Bovill,57,H2,6,6,0.591865373257181,-0.12416532640377584,0.74901172250221,0.8731770489059859
11,Bovill,57,H3,7,4,2.4189022510021534,-0.5271184201339135,1.7036276640696633,2.230746084203577
11,Bovill,57,H4,2,1,6.852297255627924,-0.5053552265139454,-0.9797734082857363,-0.47441818177179096
11,Bovill,57,H5,1,1,1.596669750231321,0.29689586551939895,-2.173295470801377,-2.470191336320776
11,Bovill,57,H6,1,2,-2.187172371261365,0.5663585337992102,-2.7632608683273436,-3.329619402126554
12,Bovill,57,D1,5,6,-22.620931278808033,0.4579675306778065,-0.15818158019603737,-0.6161491108738438
12,Bovill,57,D2,6,2,-4.0691234208186025,0.6226747627811762,1.0125261628226967,0.3898514000415205
12,Bovill,57,D3,5,1,1.68331791551033,0.25705439448651785,0.02516183675894344,-0.23189255772757442
12,Bovill,57,D4,4,2,-2.0602815576008027,-0.014009405211080737,0.44880518115859397,0.4628145863696747
12,Bovill,57,D5,5,2,1.8396546407647816,0.8066453445879701,-0.051646169100137515,-0.8582915136881076
12,Bovill,57,F1,5,4,4.499306197964897,0.1926825300995139,-0.43563052673845837,-0.6283130568379722
12,Bovill,57,F2,6,2,3.0047795251310796,-0.20335863056955633,0.4449380079294995,0.6482966384990558
12,Bovill,57,F3,6,5,13.229410233612786,0.25211388701468995,0.42719863331637514,0.1750847463016852
12,Bovill,57,F4,3,7,-2.954125236663423,-0.23305710678017896,-1.208791216427241,-0.975734109647062
12,Bovill,57,F5,5,4,12.6635290699738,0.12064285308260335,-0.2499012616070132,-0.37054411468961657
12,Bovill,57,H1,6,6,0.34630426399234665,-0.27549394293117185,0.8320721697972593,1.107566112728431
12,Bovill,57,H2,6,6,0.591865373257181,-0.12416532640377584,0.74901172250221,0.8731770489059859
12,Bovill,57,H3,5,4,2.4189022510021534,-0.5271184201339135,-0.25373177975505656,0.27338664037885696
12,Bovill,57,H4,3,1,6.852297255627924,-0.5053552265139454,-0.1686495210983646,0.33670570541558076
12,Bovill,57,H5,4,1,1.596669750231321,0.29689586551939895,0.22345986187493688,-0.07343600364446207
12,Bovill,57,H6,4,2,-2.187172371261365,0.5663585337992102,-0.409731583427315,-0.9760901172265253
13,Bovill,16,D1,4,6,-69.14466726987214,0.02541841232019186,-1.0102530255186901,-1.035671437838882
13,Bovill,16,D2,4,2,-38.859497432224934,0.18194006536110863,-0.7207813362466652,-0.9027214016077738
13,Bovill,16,D3,NA,1,0.3235294117641757,0.05908285066801716,NA,NA
13,Bovill,16,D4,4,2,-3.1544279531304156,-0.17855305338374527,0.44880518115859397,0.6273582345423392
13,Bovill,16,D5,5,2,-13.599264705881843,-1.0762769855594037,-0.051646169100137515,1.0246308164592661
13,Bovill,16,F1,5,4,-8.593750000000059,-0.23373032038604516,-0.43563052673845837,-0.2019002063524132
13,Bovill,16,F2,5,2,3.9852941176470282,-0.1296778486682323,-0.4629153011791763,-0.333237452510944
13,Bovill,16,F3,5,5,-29.448193965854802,-0.16717770624066988,-0.47169849095349675,-0.30452078471282684
13,Bovill,16,F4,4,7,17.46720596112069,0.10622697527405071,-0.4108310016615457,-0.5170579769355964
13,Bovill,16,F5,4,4,-39.13970588235189,-0.6608727423193628,-1.1934536886091955,-0.5325809462898328
13,Bovill,16,H1,6,6,0.7089737016878597,0.26887018409903696,0.8320721697972593,0.5632019856982223
13,Bovill,16,H2,6,6,2.0936221787944036,1.5438631705592019,0.74901172250221,-0.7948514480569918
13,Bovill,16,H3,6,4,8.685661764705811,0.527454079818378,0.7249479421573034,0.1974938623389254
13,Bovill,16,H4,4,1,69.61029411764709,0.5594626565452017,0.6424743660890072,0.08301170954380555
13,Bovill,16,H5,3,1,-0.007352941176511564,-0.59892268281158,-0.5754585823505011,0.02346410046107894
13,Bovill,16,H6,4,2,-34.628676470588225,-0.5396537590324663,-0.409731583427315,0.12992217560515124
14,Bovill,23,D1,5,6,-35.58261461191496,0.33745776122930704,-0.15818158019603737,-0.4956393414253444
14,Bovill,23,D2,6,2,-18.347534365878104,0.44179165053159336,1.0125261628226967,0.5707345122911034
14,Bovill,23,D3,5,1,0.09881422924902751,0.026366577895141206,0.02516183675894344,-0.001204741136197767
14,Bovill,23,D4,4,2,-1.300029620158223,0.100321389852762,0.44880518115859397,0.34848379130583196
14,Bovill,23,D5,5,2,0.2766798418972114,0.6160257756811238,-0.051646169100137515,-0.6676719447812614
14,Bovill,23,F1,5,4,6.64402173913043,0.26253133037665766,-0.43563052673845837,-0.698161857115116
14,Bovill,23,F2,4,2,6.7737154150198,0.07985810625677149,-1.370768610287852,-1.4506267165446236
14,Bovill,23,F3,4,5,15.424613573010697,0.2736809436234374,-1.3705956152233687,-1.6442765588468062
14,Bovill,23,F4,4,7,8.485459613541716,-0.04299755545159206,-0.4108310016615457,-0.3678334462099536
14,Bovill,23,F5,4,4,-3.5350790513832586,-0.12373309915852482,-1.1934536886091955,-1.0697205894506707
14,Bovill,23,H1,5,6,0.4649902913845869,-0.09734709906531593,-0.05023007849169832,0.04711702057361761
14,Bovill,23,H2,4,6,0.9280311252107963,0.24922006588750606,-1.0154240552872527,-1.2646441211747588
14,Bovill,23,H3,NA,4,5.95849802371548,0.06852600417953725,NA,NA
14,Bovill,23,H4,4,1,28.265810276679872,-0.14203114442018805,0.6424743660890072,0.7845055105091953
14,Bovill,23,H5,2,1,1.017786561264886,-0.026400245421508463,-1.3743770265759392,-1.3479767811544308
14,Bovill,23,H6,5,2,-12.181324110671921,0.22563281879012984,0.3747781782060278,0.149145359415898
15,Bovill,6,D1,6,6,-157.7249476979485,-0.7981466214594249,0.6938898651266154,1.4920364865860405
15,Bovill,6,D2,7,2,-162.02891382514878,-1.3784063525171173,1.8791799123573776,3.2575862648744947
15,Bovill,6,D3,5,1,-13.428571428575506,-1.9430848589495582,0.02516183675894344,1.9682466957085016
15,Bovill,6,D4,3,2,16.266466472001962,2.7420660086940005,-0.4762830493927936,-3.218349058086794
15,Bovill,6,D5,4,2,-18.928571428577186,-1.7262363776037135,-0.9588223567721138,0.7674140208315997
15,Bovill,6,F1,7,4,-83.96428571430035,-2.6883875440794527,1.3511180296304464,4.039505573709899
15,Bovill,6,F2,5,2,-12.00000000001097,-1.3308929845791437,-0.4629153011791763,0.8679776833999675
15,Bovill,6,F3,5,5,-211.97812872627492,-1.9604664486168926,-0.47169849095349675,1.4887679576633959
15,Bovill,6,F4,4,7,19.754318873688817,0.1442255267680519,-0.4108310016615457,-0.5550565284295976
15,Bovill,6,F5,5,4,-29.214285714266794,-0.5111355558402881,-0.2499012616070132,0.26123429423327493
15,Bovill,6,H1,4,6,1.5913184283541293,1.593263052501288,-0.9325323267806559,-2.525795379281944
15,Bovill,6,H2,6,6,-0.30752979137891834,-1.1231398335358085,0.74901172250221,1.8721515560380184
15,Bovill,6,H3,5,4,3.178571428568608,-0.39928102315528086,-0.25373177975505656,0.1455492434002243
15,Bovill,6,H4,3,1,215.71428571427447,3.038415950425187,-0.1686495210983646,-3.207065471523552
15,Bovill,6,H5,4,1,5.571428571427735,2.516728974017865,0.22345986187493688,-2.2932691121429283
15,Bovill,6,H6,3,2,-109.0714285714274,-3.07759400630533,-1.194241345060658,1.883352661244672
16,Bovill,21,D1,5,6,-35.770795773211944,0.33570816838865136,-0.15818158019603737,-0.4938897485846887
16,Bovill,21,D2,5,2,-25.370696683900995,0.3528201632417183,0.14587241328801573,-0.20694774995370255
16,Bovill,21,D3,5,1,0.9090909090910624,0.14433472131342265,0.02516183675894344,-0.1191728845544792
16,Bovill,21,D4,4,2,1.8634252980092167,0.5760588370460801,0.44880518115859397,-0.1272536558874861
16,Bovill,21,D5,5,2,-1.3019480519481428,0.4234971636989286,-0.051646169100137515,-0.4751433327990661
16,Bovill,21,F1,5,4,4.597402597402593,0.19587732012211378,-0.43563052673845837,-0.6315078468605722
16,Bovill,21,F2,6,2,6.185064935064977,0.03562395822806119,0.4449380079294995,0.4093140497014383
16,Bovill,21,F3,6,5,8.117117308910311,0.20188750983643808,0.42719863331637514,0.22531112347993706
16,Bovill,21,F4,4,7,-5.461284853566671,-0.27471155824300797,-0.4108310016615457,-0.1361194434185377
16,Bovill,21,F5,5,4,-3.6883116883120097,-0.12604480219395484,-0.2499012616070132,-0.12385645941305837
16,Bovill,21,H1,4,6,0.5532590176272779,0.035143602137669525,-0.9325323267806559,-0.9676759289183254
16,Bovill,21,H2,4,6,1.2468114171595626,0.6032951127127493,-1.0154240552872527,-1.618719168000002
16,Bovill,21,H3,NA,4,6.889610389610422,0.2252139213225399,NA,NA
16,Bovill,21,H4,4,1,37.07792207792344,0.007484370775604122,0.6424743660890072,0.634989995313403
16,Bovill,21,H5,3,1,2.1233766233765334,0.5910524189299807,-0.5754585823505011,-1.1665110012804818
16,Bovill,21,H6,4,2,-16.357142857143533,0.08326867771658464,-0.409731583427315,-0.49300026114389967
17,Bovill,63,D1,4,6,-22.620931278808033,0.4579675306778065,-1.0102530255186901,-1.4682205561964965
17,Bovill,63,D2,4,2,-4.0691234208186025,0.6226747627811762,-0.7207813362466652,-1.3434560990278412
17,Bovill,63,D3,NA,1,1.68331791551033,0.25705439448651785,NA,NA
17,Bovill,63,D4,4,2,-2.0602815576008027,-0.014009405211080737,0.44880518115859397,0.4628145863696747
17,Bovill,63,D5,4,2,1.8396546407647816,0.8066453445879701,-0.9588223567721138,-1.765467701360084
17,Bovill,63,F1,5,4,4.499306197964897,0.1926825300995139,-0.43563052673845837,-0.6283130568379722
17,Bovill,63,F2,4,2,3.0047795251310796,-0.20335863056955633,-1.370768610287852,-1.1674099797182957
17,Bovill,63,F3,4,5,13.229410233612786,0.25211388701468995,-1.3705956152233687,-1.6227095022380587
17,Bovill,63,F4,4,7,-2.954125236663423,-0.23305710678017896,-0.4108310016615457,-0.17777389488136672
17,Bovill,63,F5,4,4,12.6635290699738,0.12064285308260335,-1.1934536886091955,-1.314096541691799
