"system.index","Name","Shape_Area","Shape_Leng","precip","tavg","tmax","tmin",".geo"
"19510201_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,-10.4721875,-4.1675,-16.7734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510202_00000000000000000003","Kendrick",2063112.11657,12351.4950856,8.8225,-5.1578125,-0.4453125,-9.865625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510203_00000000000000000003","Kendrick",2063112.11657,12351.4950856,1.471875,1.258125,4.958125,-2.434375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510204_00000000000000000003","Kendrick",2063112.11657,12351.4950856,1.049375,2.1134375,5.2853125,-1.0465625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510205_00000000000000000003","Kendrick",2063112.11657,12351.4950856,1.134375,2.2903125,5.8171875,-1.23,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510206_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,-0.9415625,3.855,-5.726875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510207_00000000000000000003","Kendrick",2063112.11657,12351.4950856,8.869375,0.0684375,3.699375,-3.5625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510208_00000000000000000003","Kendrick",2063112.11657,12351.4950856,6.0909375,3.321875,6.740625,-0.10375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510209_00000000000000000003","Kendrick",2063112.11657,12351.4950856,8.7534375,4.8809375,8.805,0.964375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510210_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,7.075,11.550625,2.595625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510211_00000000000000000003","Kendrick",2063112.11657,12351.4950856,6.62875,6.4228125,10.9275,1.905625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510212_00000000000000000003","Kendrick",2063112.11657,12351.4950856,3.0009375,1.613125,6.339375,-3.115625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510213_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,-0.7015625,5.8303125,-7.2278125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510214_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,0.535,6.193125,-5.1159375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510215_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,2.9284375,8.84375,-2.9796875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510216_00000000000000000003","Kendrick",2063112.11657,12351.4950856,1.5646875,1.8584375,7.26125,-3.5375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510217_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,0.5621875,5.975625,-4.85125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510218_00000000000000000003","Kendrick",2063112.11657,12351.4950856,2.4865625,2.24125,6.5953125,-2.121875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510219_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,0.6759375,5.8196875,-4.461875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510220_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,2.5290625,6.7571875,-1.691875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510221_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,1.7240625,7.6459375,-4.2046875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510222_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,1.2834375,7.7853125,-5.2171875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510223_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,0.8771875,7.579375,-5.82125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510224_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,0.854375,6.7721875,-5.0625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510225_00000000000000000003","Kendrick",2063112.11657,12351.4950856,1.3184375,1.0009375,4.933125,-2.928125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510226_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,-2.178125,4.3403125,-8.7021875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510227_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,-2.82,4.5140625,-10.1659375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510228_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,-1.8996875,5.47125,-9.2634375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510301_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,-0.641875,5.1234375,-6.39625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510302_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,0.6359375,6.771875,-5.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510303_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,-2.2065625,2.430625,-6.8428125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510304_00000000000000000003","Kendrick",2063112.11657,12351.4950856,9.2128125,-1.1971875,1.505625,-3.899375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510305_00000000000000000003","Kendrick",2063112.11657,12351.4950856,1.7984375,-1.4328125,3.531875,-6.40125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510306_00000000000000000003","Kendrick",2063112.11657,12351.4950856,3.27375,-2.676875,0.836875,-6.19375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510307_00000000000000000003","Kendrick",2063112.11657,12351.4950856,1.318125,-1.5959375,3.69375,-6.88125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510308_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0.36375,-2.5303125,3.38,-8.4340625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510309_00000000000000000003","Kendrick",2063112.11657,12351.4950856,4.141875,0.5478125,4.360625,-3.256875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510310_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,-2.7603125,2.416875,-7.9421875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510311_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,-0.715,5.05625,-6.4928125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510312_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0.7096875,1.665,6.0053125,-2.6828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510313_00000000000000000003","Kendrick",2063112.11657,12351.4950856,4.3309375,3.031875,5.4325,0.6315625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510314_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,2.1234375,6.3703125,-2.1275,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510315_00000000000000000003","Kendrick",2063112.11657,12351.4950856,3.9296875,3.635625,7.6465625,-0.381875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510316_00000000000000000003","Kendrick",2063112.11657,12351.4950856,4.1178125,3.4540625,8.7553125,-1.854375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510317_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,0.5034375,5.148125,-4.1453125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510318_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,1.016875,8.835625,-6.7978125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510319_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,3.4978125,11.67,-4.6671875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510320_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,5.544375,14.4846875,-3.3853125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510321_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,6.4996875,14.4709375,-1.4721875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510322_00000000000000000003","Kendrick",2063112.11657,12351.4950856,1.2684375,3.144375,8.84375,-2.558125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510323_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,3.1271875,9.785625,-3.5309375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510324_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,4.890625,13.34,-3.5515625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510325_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,7.786875,15.5734375,-0.0015625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510326_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,7.946875,15.38,0.5178125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510327_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,5.9203125,12.34375,-0.4996875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510328_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,4.033125,12.815,-4.75125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510329_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,6.0771875,13.575625,-1.4221875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510330_00000000000000000003","Kendrick",2063112.11657,12351.4950856,3.24,4.9353125,10.2771875,-0.410625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510331_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,5.3028125,10.7021875,-0.0934375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510401_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,7.5503125,15.57875,-0.4778125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510402_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,8.896875,18.445,-0.6465625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510403_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,9.516875,19.526875,-0.498125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510404_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,9.6228125,20.355625,-1.11125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510405_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,10.3759375,19.923125,0.82625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510406_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,9.31875,19.5659375,-0.9284375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510407_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,9.210625,19.466875,-1.051875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510408_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,9.069375,18.52625,-0.395,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510409_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,8.0759375,15.056875,1.0940625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510410_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,5.94375,15.3546875,-3.469375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510411_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,7.0884375,17.4890625,-3.3159375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510412_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,10.5484375,22.4528125,-1.35875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510413_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,12.1265625,23.469375,0.7946875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510414_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,10.17375,21.6328125,-1.29625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510415_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,8.64625,19.4525,-2.15875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510416_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,10.1309375,21.71125,-1.4471875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510417_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,11.1309375,22.30875,-0.0384375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510418_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,11.9634375,21.09,2.8403125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510419_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,6.6253125,15.0265625,-1.7765625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510420_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,3.1375,9.4171875,-3.1490625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510421_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,2.04875,10.634375,-6.53375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510422_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,4.7434375,13.7546875,-4.271875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510423_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,7.93125,17.825,-1.9728125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510424_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,7.91125,18.1071875,-2.2890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510425_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,9.565625,21.651875,-2.5209375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510426_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,11.2271875,21.2015625,1.263125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510427_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,11.0934375,20.2065625,1.9825,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510428_00000000000000000003","Kendrick",2063112.11657,12351.4950856,5.576875,11.5353125,16.6928125,6.38875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510429_00000000000000000003","Kendrick",2063112.11657,12351.4950856,6.4678125,7.260625,11.1221875,3.4003125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510430_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0.44625,6.2715625,9.624375,2.90875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510501_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,6.3390625,11.1146875,1.5553125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510502_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,8.7896875,14.8946875,2.684375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510503_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,10.7359375,20.3934375,1.0828125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510504_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,15.34875,24.3203125,6.3775,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510505_00000000000000000003","Kendrick",2063112.11657,12351.4950856,3.790625,12.4246875,23.6125,1.2328125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510506_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,16.2625,24.4528125,8.06875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510507_00000000000000000003","Kendrick",2063112.11657,12351.4950856,3.3728125,14.6603125,22.3109375,7.01625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510508_00000000000000000003","Kendrick",2063112.11657,12351.4950856,1.101875,11.4040625,15.095,7.716875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510509_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,13.425625,21.410625,5.446875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510510_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,16.03625,26.523125,5.545625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510511_00000000000000000003","Kendrick",2063112.11657,12351.4950856,2.67125,16.5540625,26.64125,6.4559375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510512_00000000000000000003","Kendrick",2063112.11657,12351.4950856,5.4221875,8.6246875,13.625625,3.6309375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510513_00000000000000000003","Kendrick",2063112.11657,12351.4950856,3.8209375,8.880625,13.2865625,4.4759375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510514_00000000000000000003","Kendrick",2063112.11657,12351.4950856,6.133125,8.9934375,12.8403125,5.155,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510515_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,11.465,18.5834375,4.3465625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510516_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,14.6184375,23.9084375,5.314375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510517_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,16.0075,24.1765625,7.83125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510518_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,12.5859375,21.1215625,4.045625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510519_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,11.085625,20.896875,1.263125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510520_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,13.155625,23.210625,3.1021875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510521_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,14.540625,25.9175,3.160625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510522_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,17.4815625,29.88,5.0875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510523_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,20.9725,30.4965625,11.4528125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510524_00000000000000000003","Kendrick",2063112.11657,12351.4950856,1.0034375,13.995625,22.1365625,5.86125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510525_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,12.5534375,20.4221875,4.684375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510526_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,14.273125,23.2734375,5.2684375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510527_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,15.985,24.093125,7.88375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510528_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,13.566875,22.443125,4.684375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510529_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,7.8746875,17.2628125,-1.510625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510530_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,8.2525,17.0575,-0.553125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510531_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,8.8884375,17.4425,0.35125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510601_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,8.9815625,19.0384375,-1.07625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510602_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,11.81375,22.8603125,0.7775,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510603_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,12.44125,21.6640625,3.221875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510604_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,12.025,18.283125,5.763125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510605_00000000000000000003","Kendrick",2063112.11657,12351.4950856,16.054375,10.5475,14.8103125,6.295625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510606_00000000000000000003","Kendrick",2063112.11657,12351.4950856,9.4840625,8.4215625,12.186875,4.6571875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510607_00000000000000000003","Kendrick",2063112.11657,12351.4950856,10.0490625,9.295,13.2946875,5.294375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510608_00000000000000000003","Kendrick",2063112.11657,12351.4950856,4.0540625,11.1609375,17.1859375,5.1434375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510609_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,13.4559375,22.6875,4.23,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510610_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,15.5221875,25.53,5.506875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510611_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,18.1884375,26.369375,10.01125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510612_00000000000000000003","Kendrick",2063112.11657,12351.4950856,5.6359375,16.97875,22.7203125,11.2378125,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510613_00000000000000000003","Kendrick",2063112.11657,12351.4950856,1.5015625,17.2075,23.494375,10.9184375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510614_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,18.6875,27.2846875,10.0890625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510615_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,19.5321875,28.2975,10.7634375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510616_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,16.8296875,27.5865625,6.074375,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510617_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,16.85125,26.2846875,7.4215625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510618_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,16.271875,26.2425,6.2971875,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510619_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,15.410625,24.9371875,5.880625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510620_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,15.1725,25.41125,4.940625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510621_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,14.8503125,25.2165625,4.4790625,"{""type"":""MultiPoint"",""coordinates"":[]}"
"19510622_00000000000000000003","Kendrick",2063112.11657,12351.4950856,0,16.545,25.0621875,8.0346875,"{""type"":""MultiPoint"",""coordinates"":[]}"
